Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Sergio Santos,es ESP,DF,Real Madrid,20.0,2001.0,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,https://fbref.com/en/players/cf59e05f/,https://fbref.com/en/players/cf59e05f/matchlogs/2021-2022/passing/Sergio-Santos-Match-Logs,,,,,,,
Alvaro Sanz,es ESP,MF,Barcelona,20.0,2001.0,2,0,29,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,https://fbref.com/en/players/eaefa2d0/,https://fbref.com/en/players/eaefa2d0/all_comps/Alvaro-Sanz-Stats---All-Competitions,https://fbref.com/en/players/eaefa2d0/dom_lg/Alvaro-Sanz-Domestic-League-Stats,https://fbref.com/en/players/eaefa2d0/dom_cup/Alvaro-Sanz-Domestic-Cup-Stats,,,,,
Marcelo Saracchi,uy URU,DF,Levante,23.0,1998.0,4,2,186,2.1,0,1,0,0,0,2,0,0.0,0.48,0.48,0.0,0.48,0.0,0.0,0.3,0.3,0.0,0.15,0.15,0.0,0.15,https://fbref.com/en/players/1c96ad85/,https://fbref.com/en/players/1c96ad85/scout/2109/Marcelo-Saracchi-Scouting-Report,,,,,,,
Joan Sastre Vanrell,es ESP,DF,Mallorca,24.0,1997.0,7,2,258,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/f9acf8bf/,https://fbref.com/en/players/f9acf8bf/scout/3239/Joan-Sastre-Vanrell-Scouting-Report,,,,,,,
Esteban Saveljich,me MNE,DF,Rayo Vallecano,30.0,1991.0,21,21,1700,18.9,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,0.04,0.01,0.06,0.04,0.06,https://fbref.com/en/players/79f2a5f5/,https://fbref.com/en/players/79f2a5f5/scout/365_euro/Esteban-Saveljich-Scouting-Report,https://fbref.com/en/players/79f2a5f5/scout/11174/Esteban-Saveljich-Scouting-Report,,,,,,
Stefan Savić,me MNE,DF,Atlético Madrid,30.0,1991.0,28,28,2440,27.1,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,1.8,1.8,0.1,1.9,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/f6ac68c1/,https://fbref.com/en/players/f6ac68c1/scout/365_euro/Stefan-Savic-Scouting-Report,https://fbref.com/en/players/f6ac68c1/scout/11174/Stefan-Savic-Scouting-Report,https://fbref.com/en/players/f6ac68c1/scout/10731/Stefan-Savic-Scouting-Report,https://fbref.com/en/players/f6ac68c1/scout/3239/Stefan-Savic-Scouting-Report,https://fbref.com/en/players/f6ac68c1/scout/1886/Stefan-Savic-Scouting-Report,https://fbref.com/en/players/f6ac68c1/scout/1652/Stefan-Savic-Scouting-Report,,
Valentino Scotta,es ESP,DF,Sevilla,19.0,2001.0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/98529579/,https://fbref.com/en/players/98529579/matchlogs/2021-2022/passing/Valentino-Scotta-Match-Logs,,,,,,,
Aleksandar Sedlar,rs SRB,DFMF,Mallorca,29.0,1991.0,10,3,404,4.5,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/a35134ae/,https://fbref.com/en/players/a35134ae/scout/3239/Aleksandar-Sedlar-Scouting-Report,,,,,,,
Javier Serrano,es ESP,MF,Atlético Madrid,18.0,2003.0,5,1,68,0.8,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/0a8fd9cb/,https://fbref.com/en/players/0a8fd9cb/all_comps/Javier-Serrano-Stats---All-Competitions,https://fbref.com/en/players/0a8fd9cb/dom_lg/Javier-Serrano-Domestic-League-Stats,https://fbref.com/en/players/0a8fd9cb/dom_cup/Javier-Serrano-Domestic-Cup-Stats,https://fbref.com/en/players/0a8fd9cb/intl_cup/Javier-Serrano-International-Cup-Stats,,,,
Nicolás Serrano,es ESP,MF,Athletic Club,18.0,2003.0,14,3,317,3.5,1,0,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,0.5,0.5,0.1,0.6,0.15,0.03,0.18,0.15,0.18,https://fbref.com/en/players/2ad0e5e5/,https://fbref.com/en/players/2ad0e5e5/all_comps/Nicolas-Serrano-Stats---All-Competitions,https://fbref.com/en/players/2ad0e5e5/dom_lg/Nicolas-Serrano-Domestic-League-Stats,https://fbref.com/en/players/2ad0e5e5/dom_cup/Nicolas-Serrano-Domestic-Cup-Stats,,,,,
Salva Sevilla,es ESP,MF,Mallorca,37.0,1984.0,28,17,1507,16.7,5,3,1,4,4,2,0,0.3,0.18,0.48,0.06,0.24,4.6,1.5,2.8,4.3,0.27,0.17,0.44,0.09,0.26,https://fbref.com/en/players/75bd85ea/,https://fbref.com/en/players/75bd85ea/scout/365_euro/Salva-Sevilla-Scouting-Report,https://fbref.com/en/players/75bd85ea/scout/11174/Salva-Sevilla-Scouting-Report,https://fbref.com/en/players/75bd85ea/scout/3239/Salva-Sevilla-Scouting-Report,,,,,
David Silva,es ESP,MF,Real Sociedad,35.0,1986.0,25,22,1720,19.1,2,4,2,0,0,4,1,0.1,0.21,0.31,0.1,0.31,2.7,2.7,4.4,7.1,0.14,0.23,0.37,0.14,0.37,https://fbref.com/en/players/e2716bd0/,https://fbref.com/en/players/e2716bd0/scout/365_euro/David-Silva-Scouting-Report,https://fbref.com/en/players/e2716bd0/scout/11174/David-Silva-Scouting-Report,https://fbref.com/en/players/e2716bd0/scout/10731/David-Silva-Scouting-Report,https://fbref.com/en/players/e2716bd0/scout/3232/David-Silva-Scouting-Report,https://fbref.com/en/players/e2716bd0/scout/1889/David-Silva-Scouting-Report,https://fbref.com/en/players/e2716bd0/scout/1631/David-Silva-Scouting-Report,,
Jonathan Silva,ar ARG,DFMF,Getafe,27.0,1994.0,9,1,226,2.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/f2308b33/,https://fbref.com/en/players/f2308b33/scout/3239/Jonathan-Silva-Scouting-Report,https://fbref.com/en/players/f2308b33/scout/1886/Jonathan-Silva-Scouting-Report,,,,,,
Rui Silva,pt POR,GK,Betis,27.0,1994.0,22,21,1964,21.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/ea83bfa6/,https://fbref.com/en/players/ea83bfa6/scout/365_euro/Rui-Silva-Scouting-Report,https://fbref.com/en/players/ea83bfa6/scout/11174/Rui-Silva-Scouting-Report,https://fbref.com/en/players/ea83bfa6/scout/10731/Rui-Silva-Scouting-Report,https://fbref.com/en/players/ea83bfa6/scout/3239/Rui-Silva-Scouting-Report,,,,
Giuliano Simeone,ar ARG,DF,Atlético Madrid,18.0,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a6536561/,https://fbref.com/en/players/a6536561/matchlogs/2021-2022/passing/Giuliano-Simeone-Match-Logs,,,,,,,
Unai Simón,es ESP,GK,Athletic Club,24.0,1997.0,34,34,3060,34.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/5dcf3e90/,https://fbref.com/en/players/5dcf3e90/scout/365_euro/Unai-Simon-Scouting-Report,https://fbref.com/en/players/5dcf3e90/scout/11174/Unai-Simon-Scouting-Report,https://fbref.com/en/players/5dcf3e90/scout/10731/Unai-Simon-Scouting-Report,https://fbref.com/en/players/5dcf3e90/scout/3239/Unai-Simon-Scouting-Report,https://fbref.com/en/players/5dcf3e90/scout/1886/Unai-Simon-Scouting-Report,,,
Antonio Sivera,es ESP,GK,Alavés,24.0,1996.0,4,3,277,3.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9970da54/,https://fbref.com/en/players/9970da54/matchlogs/2017-2018/misc/Antonio-Sivera-Match-Logs,https://fbref.com/en/players/9970da54/matchlogs/2018-2019/misc/Antonio-Sivera-Match-Logs,https://fbref.com/en/players/9970da54/matchlogs/2019-2020/misc/Antonio-Sivera-Match-Logs,https://fbref.com/en/players/9970da54/matchlogs/2020-2021/misc/Antonio-Sivera-Match-Logs,https://fbref.com/en/players/9970da54/matchlogs/2021-2022/misc/Antonio-Sivera-Match-Logs,,,
Rubén Sobrino,es ESP,MF,Valencia,29.0,1992.0,1,0,14,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/19b776e9/,https://fbref.com/en/players/19b776e9/scout/365_euro/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/11174/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/10731/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/1886/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/1652/Ruben-Sobrino-Scouting-Report,,,
Rubén Sobrino,es ESP,FWMF,Cádiz,29.0,1992.0,33,19,1861,20.7,4,1,4,0,0,4,0,0.19,0.05,0.24,0.19,0.24,6.3,6.3,1.9,8.2,0.31,0.09,0.4,0.3,0.4,https://fbref.com/en/players/19b776e9/,https://fbref.com/en/players/19b776e9/scout/365_euro/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/11174/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/10731/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/1886/Ruben-Sobrino-Scouting-Report,https://fbref.com/en/players/19b776e9/scout/1652/Ruben-Sobrino-Scouting-Report,,,
Alex Sola,es ESP,DFFW,Real Sociedad,22.0,1999.0,2,0,41,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.18,0.38,0.2,0.38,https://fbref.com/en/players/5fa714d5/,https://fbref.com/en/players/5fa714d5/matchlogs/2018-2019/passing/Alex-Sola-Match-Logs,https://fbref.com/en/players/5fa714d5/matchlogs/2021-2022/passing/Alex-Sola-Match-Logs,,,,,,
Augusto Solari,ar ARG,MFDF,Celta Vigo,29.0,1992.0,26,4,714,7.9,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.05,0.05,0.1,0.05,0.1,https://fbref.com/en/players/3ca6106c/,https://fbref.com/en/players/3ca6106c/scout/365_euro/Augusto-Solari-Scouting-Report,https://fbref.com/en/players/3ca6106c/scout/11174/Augusto-Solari-Scouting-Report,https://fbref.com/en/players/3ca6106c/scout/10731/Augusto-Solari-Scouting-Report,,,,,
Roberto Soldado,es ESP,FW,Levante,36.0,1985.0,18,7,664,7.4,3,2,3,0,0,7,2,0.41,0.27,0.68,0.41,0.68,3.5,3.5,0.9,4.4,0.47,0.12,0.59,0.47,0.59,https://fbref.com/en/players/9d66fbe3/,https://fbref.com/en/players/9d66fbe3/scout/365_euro/Roberto-Soldado-Scouting-Report,https://fbref.com/en/players/9d66fbe3/scout/11174/Roberto-Soldado-Scouting-Report,https://fbref.com/en/players/9d66fbe3/scout/10731/Roberto-Soldado-Scouting-Report,https://fbref.com/en/players/9d66fbe3/scout/3239/Roberto-Soldado-Scouting-Report,,,,
Carlos Soler,es ESP,MF,Valencia,24.0,1997.0,32,28,2474,27.5,11,5,4,7,7,4,0,0.4,0.18,0.58,0.15,0.33,8.1,2.8,4.5,7.3,0.3,0.16,0.46,0.1,0.26,https://fbref.com/en/players/fed17f5a/,https://fbref.com/en/players/fed17f5a/scout/365_euro/Carlos-Soler-Scouting-Report,https://fbref.com/en/players/fed17f5a/scout/11174/Carlos-Soler-Scouting-Report,https://fbref.com/en/players/fed17f5a/scout/10731/Carlos-Soler-Scouting-Report,https://fbref.com/en/players/fed17f5a/scout/3239/Carlos-Soler-Scouting-Report,https://fbref.com/en/players/fed17f5a/scout/1886/Carlos-Soler-Scouting-Report,https://fbref.com/en/players/fed17f5a/scout/1652/Carlos-Soler-Scouting-Report,,
Son,es ESP,DF,Levante,27.0,1994.0,26,22,1971,21.9,1,0,1,0,0,5,1,0.05,0.0,0.05,0.05,0.05,1.2,1.2,1.6,2.8,0.05,0.07,0.13,0.05,0.13,https://fbref.com/en/players/037dbd30/,https://fbref.com/en/players/037dbd30/scout/365_euro/Son-Scouting-Report,https://fbref.com/en/players/037dbd30/scout/11174/Son-Scouting-Report,https://fbref.com/en/players/037dbd30/scout/10731/Son-Scouting-Report,,,,,
David Soria,es ESP,GK,Getafe,28.0,1993.0,38,38,3414,37.9,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8f8c6934/,https://fbref.com/en/players/8f8c6934/scout/365_euro/David-Soria-Scouting-Report,https://fbref.com/en/players/8f8c6934/scout/11174/David-Soria-Scouting-Report,https://fbref.com/en/players/8f8c6934/scout/10731/David-Soria-Scouting-Report,https://fbref.com/en/players/8f8c6934/scout/3239/David-Soria-Scouting-Report,https://fbref.com/en/players/8f8c6934/scout/1886/David-Soria-Scouting-Report,https://fbref.com/en/players/8f8c6934/scout/1652/David-Soria-Scouting-Report,,
Alberto Soro,es ESP,MFFW,Granada,22.0,1999.0,16,7,578,6.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/452c3055/,https://fbref.com/en/players/452c3055/scout/365_euro/Alberto-Soro-Scouting-Report,https://fbref.com/en/players/452c3055/scout/11174/Alberto-Soro-Scouting-Report,,,,,,
Hugo Sotelo,es ESP,MF,Celta Vigo,17.0,2003.0,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3aa74860/,https://fbref.com/en/players/3aa74860/matchlogs/2020-2021/passing/Hugo-Sotelo-Match-Logs,https://fbref.com/en/players/3aa74860/matchlogs/2021-2022/passing/Hugo-Sotelo-Match-Logs,,,,,,
Damián Suárez,uy URU,DF,Getafe,33.0,1988.0,35,31,2711,30.1,0,3,0,0,0,13,0,0.0,0.1,0.1,0.0,0.1,0.5,0.5,2.9,3.4,0.02,0.1,0.11,0.02,0.11,https://fbref.com/en/players/ba5004e1/,https://fbref.com/en/players/ba5004e1/scout/365_euro/Damian-Suarez-Scouting-Report,https://fbref.com/en/players/ba5004e1/scout/11174/Damian-Suarez-Scouting-Report,https://fbref.com/en/players/ba5004e1/scout/10731/Damian-Suarez-Scouting-Report,https://fbref.com/en/players/ba5004e1/scout/3239/Damian-Suarez-Scouting-Report,https://fbref.com/en/players/ba5004e1/scout/1886/Damian-Suarez-Scouting-Report,https://fbref.com/en/players/ba5004e1/scout/1652/Damian-Suarez-Scouting-Report,,
Denis Suárez,es ESP,MF,Celta Vigo,27.0,1994.0,38,33,2819,31.3,4,6,4,0,0,4,0,0.13,0.19,0.32,0.13,0.32,1.9,1.9,4.8,6.7,0.06,0.15,0.21,0.06,0.21,https://fbref.com/en/players/12c50af5/,https://fbref.com/en/players/12c50af5/scout/365_euro/Denis-Suarez-Scouting-Report,https://fbref.com/en/players/12c50af5/scout/11174/Denis-Suarez-Scouting-Report,https://fbref.com/en/players/12c50af5/scout/10731/Denis-Suarez-Scouting-Report,https://fbref.com/en/players/12c50af5/scout/3239/Denis-Suarez-Scouting-Report,https://fbref.com/en/players/12c50af5/scout/1652/Denis-Suarez-Scouting-Report,,,
Luis Suárez,uy URU,FW,Atlético Madrid,34.0,1987.0,35,20,1835,20.4,11,2,9,2,3,7,0,0.54,0.1,0.64,0.44,0.54,9.0,6.8,1.7,8.4,0.44,0.08,0.53,0.33,0.41,https://fbref.com/en/players/a6154613/,https://fbref.com/en/players/a6154613/scout/365_euro/Luis-Suarez-Scouting-Report,https://fbref.com/en/players/a6154613/scout/11174/Luis-Suarez-Scouting-Report,https://fbref.com/en/players/a6154613/scout/10731/Luis-Suarez-Scouting-Report,https://fbref.com/en/players/a6154613/scout/3239/Luis-Suarez-Scouting-Report,https://fbref.com/en/players/a6154613/scout/1886/Luis-Suarez-Scouting-Report,https://fbref.com/en/players/a6154613/scout/1652/Luis-Suarez-Scouting-Report,,
Mario Suárez,es ESP,DF,Rayo Vallecano,34.0,1987.0,14,8,712,7.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.11,0.01,0.12,0.11,0.12,https://fbref.com/en/players/7106f0a0/,https://fbref.com/en/players/7106f0a0/scout/365_euro/Mario-Suarez-Scouting-Report,https://fbref.com/en/players/7106f0a0/scout/11174/Mario-Suarez-Scouting-Report,https://fbref.com/en/players/7106f0a0/scout/1886/Mario-Suarez-Scouting-Report,,,,,
Suso,es ESP,FW,Sevilla,27.0,1993.0,8,6,384,4.3,0,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,0.4,0.6,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/4e219ad2/,https://fbref.com/en/players/4e219ad2/scout/365_euro/Suso-Scouting-Report,https://fbref.com/en/players/4e219ad2/scout/10731/Suso-Scouting-Report,https://fbref.com/en/players/4e219ad2/scout/3239/Suso-Scouting-Report,https://fbref.com/en/players/4e219ad2/scout/3260/Suso-Scouting-Report,https://fbref.com/en/players/4e219ad2/scout/1896/Suso-Scouting-Report,https://fbref.com/en/players/4e219ad2/scout/1640/Suso-Scouting-Report,,
Mamadou Sylla,sn SEN,FW,Alavés,27.0,1994.0,13,4,394,4.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,https://fbref.com/en/players/e5ec95f8/,https://fbref.com/en/players/e5ec95f8/scout/365_euro/Mamadou-Sylla-Scouting-Report,https://fbref.com/en/players/e5ec95f8/scout/11174/Mamadou-Sylla-Scouting-Report,,,,,,
Mamadou Sylla,sn SEN,FWMF,Rayo Vallecano,27.0,1994.0,12,1,253,2.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.5,2.2,0.6,0.17,0.77,0.6,0.77,https://fbref.com/en/players/e5ec95f8/,https://fbref.com/en/players/e5ec95f8/scout/365_euro/Mamadou-Sylla-Scouting-Report,https://fbref.com/en/players/e5ec95f8/scout/11174/Mamadou-Sylla-Scouting-Report,,,,,,
Alexander Sørloth,no NOR,FW,Real Sociedad,25.0,1995.0,33,20,1763,19.6,4,0,4,0,0,2,0,0.2,0.0,0.2,0.2,0.2,6.5,6.5,2.6,9.1,0.33,0.13,0.47,0.33,0.47,https://fbref.com/en/players/e92cd3f7/,https://fbref.com/en/players/e92cd3f7/scout/365_euro/Alexander-Sorloth-Scouting-Report,https://fbref.com/en/players/e92cd3f7/scout/11174/Alexander-Sorloth-Scouting-Report,https://fbref.com/en/players/e92cd3f7/scout/10737/Alexander-Sorloth-Scouting-Report,,,,,
Tachi,es ESP,DF,Alavés,23.0,1997.0,5,2,239,2.7,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,https://fbref.com/en/players/8b625720/,https://fbref.com/en/players/8b625720/scout/10731/Tachi-Scouting-Report,,,,,,,
Renato Tapia,pe PER,MF,Celta Vigo,26.0,1995.0,29,13,1412,15.7,0,0,0,0,0,10,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/34269bdf/,https://fbref.com/en/players/34269bdf/scout/365_euro/Renato-Tapia-Scouting-Report,https://fbref.com/en/players/34269bdf/scout/11174/Renato-Tapia-Scouting-Report,https://fbref.com/en/players/34269bdf/scout/10731/Renato-Tapia-Scouting-Report,,,,,
Cristian Tello,es ESP,FWMF,Betis,29.0,1991.0,23,5,819,9.1,2,2,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,1.7,1.7,2.0,3.7,0.19,0.22,0.4,0.19,0.4,https://fbref.com/en/players/72a99e38/,https://fbref.com/en/players/72a99e38/scout/365_euro/Cristian-Tello-Scouting-Report,https://fbref.com/en/players/72a99e38/scout/11174/Cristian-Tello-Scouting-Report,https://fbref.com/en/players/72a99e38/scout/10731/Cristian-Tello-Scouting-Report,https://fbref.com/en/players/72a99e38/scout/3239/Cristian-Tello-Scouting-Report,https://fbref.com/en/players/72a99e38/scout/1886/Cristian-Tello-Scouting-Report,https://fbref.com/en/players/72a99e38/scout/1652/Cristian-Tello-Scouting-Report,,
Nahuel Tenaglia,ar ARG,DF,Alavés,25.0,1996.0,14,12,1073,11.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.02,0.03,0.05,0.02,0.05,https://fbref.com/en/players/66654daa/,https://fbref.com/en/players/66654daa/scout/365_euro/Nahuel-Tenaglia-Scouting-Report,https://fbref.com/en/players/66654daa/scout/11174/Nahuel-Tenaglia-Scouting-Report,,,,,,
Marc Tenas,es ESP,FWMF,Alavés,20.0,2001.0,3,0,54,0.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.45,0.45,0.0,0.45,https://fbref.com/en/players/1c5d79e2/,https://fbref.com/en/players/1c5d79e2/matchlogs/2021-2022/passing/Marc-Tenas-Match-Logs,,,,,,,
Marc-André ter Stegen,de GER,GK,Barcelona,29.0,1992.0,35,35,3150,35.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/6f51e382/,https://fbref.com/en/players/6f51e382/scout/365_euro/Marc-Andre-ter-Stegen-Scouting-Report,https://fbref.com/en/players/6f51e382/scout/11174/Marc-Andre-ter-Stegen-Scouting-Report,https://fbref.com/en/players/6f51e382/scout/10731/Marc-Andre-ter-Stegen-Scouting-Report,https://fbref.com/en/players/6f51e382/scout/3239/Marc-Andre-ter-Stegen-Scouting-Report,https://fbref.com/en/players/6f51e382/scout/1886/Marc-Andre-ter-Stegen-Scouting-Report,https://fbref.com/en/players/6f51e382/scout/1652/Marc-Andre-ter-Stegen-Scouting-Report,,
David Timor,es ESP,MF,Getafe,31.0,1989.0,7,3,341,3.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/174651c8/,https://fbref.com/en/players/174651c8/scout/10731/David-Timor-Scouting-Report,https://fbref.com/en/players/174651c8/scout/3239/David-Timor-Scouting-Report,https://fbref.com/en/players/174651c8/scout/1652/David-Timor-Scouting-Report,,,,,
Raúl de Tomás,es ESP,FW,Espanyol,26.0,1994.0,34,33,2914,32.4,17,3,12,5,5,7,2,0.53,0.09,0.62,0.37,0.46,14.6,10.8,1.7,12.5,0.45,0.05,0.5,0.33,0.39,https://fbref.com/en/players/02ef8778/,https://fbref.com/en/players/02ef8778/scout/365_euro/Raul-de-Tomas-Scouting-Report,https://fbref.com/en/players/02ef8778/scout/11174/Raul-de-Tomas-Scouting-Report,https://fbref.com/en/players/02ef8778/scout/3239/Raul-de-Tomas-Scouting-Report,https://fbref.com/en/players/02ef8778/scout/1886/Raul-de-Tomas-Scouting-Report,,,,
Raúl Torrente,es ESP,DF,Granada,20.0,2001.0,18,15,1282,14.2,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.2,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/4d753a3f/,https://fbref.com/en/players/4d753a3f/scout/365_euro/Raul-Torrente-Scouting-Report,https://fbref.com/en/players/4d753a3f/scout/11174/Raul-Torrente-Scouting-Report,,,,,,
Ferrán Torres,es ESP,FW,Barcelona,21.0,2000.0,18,17,1412,15.7,4,4,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,7.2,6.4,3.0,9.4,0.46,0.19,0.65,0.41,0.6,https://fbref.com/en/players/9e1035f8/,https://fbref.com/en/players/9e1035f8/scout/365_euro/Ferran-Torres-Scouting-Report,https://fbref.com/en/players/9e1035f8/scout/11174/Ferran-Torres-Scouting-Report,https://fbref.com/en/players/9e1035f8/scout/10728/Ferran-Torres-Scouting-Report,https://fbref.com/en/players/9e1035f8/scout/3239/Ferran-Torres-Scouting-Report,https://fbref.com/en/players/9e1035f8/scout/1886/Ferran-Torres-Scouting-Report,,,
Óliver Torres,es ESP,MFFW,Sevilla,26.0,1994.0,26,11,1008,11.2,2,3,2,0,0,2,0,0.18,0.27,0.45,0.18,0.45,0.9,0.9,1.9,2.8,0.08,0.17,0.25,0.08,0.25,https://fbref.com/en/players/58a9a4d9/,https://fbref.com/en/players/58a9a4d9/scout/365_euro/Oliver-Torres-Scouting-Report,https://fbref.com/en/players/58a9a4d9/scout/11174/Oliver-Torres-Scouting-Report,https://fbref.com/en/players/58a9a4d9/scout/10731/Oliver-Torres-Scouting-Report,https://fbref.com/en/players/58a9a4d9/scout/3239/Oliver-Torres-Scouting-Report,,,,
Pau Torres,es ESP,DF,Villarreal,24.0,1997.0,33,33,2855,31.7,5,1,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,3.2,3.2,1.1,4.3,0.1,0.04,0.14,0.1,0.14,https://fbref.com/en/players/532e1e4f/,https://fbref.com/en/players/532e1e4f/scout/365_euro/Pau-Torres-Scouting-Report,https://fbref.com/en/players/532e1e4f/scout/11174/Pau-Torres-Scouting-Report,https://fbref.com/en/players/532e1e4f/scout/10731/Pau-Torres-Scouting-Report,https://fbref.com/en/players/532e1e4f/scout/3239/Pau-Torres-Scouting-Report,,,,
Roberto Torres,es ESP,MFFW,Osasuna,32.0,1989.0,28,6,809,9.0,2,2,0,2,2,3,0,0.22,0.22,0.44,0.0,0.22,2.0,0.4,2.1,2.5,0.22,0.23,0.45,0.05,0.28,https://fbref.com/en/players/d733aa38/,https://fbref.com/en/players/d733aa38/scout/365_euro/Roberto-Torres-Scouting-Report,https://fbref.com/en/players/d733aa38/scout/11174/Roberto-Torres-Scouting-Report,https://fbref.com/en/players/d733aa38/scout/10731/Roberto-Torres-Scouting-Report,https://fbref.com/en/players/d733aa38/scout/3239/Roberto-Torres-Scouting-Report,,,,
