Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Aymeric Laporte,ESP,DF,Manchester City,27-349,1994,30,30,2588,28.8,4,0,4,0,0,5,1,0.14,0.0,0.14,0.14,0.14,4.2,4.2,0.4,4.5,0.14,0.01,0.16,0.14,0.16,https://fbref.com/en/players/119b9a8e/,https://fbref.com/en/players/119b9a8e/scout/365_euro/Aymeric-Laporte-Scouting-Report,https://fbref.com/en/players/119b9a8e/scout/11160/Aymeric-Laporte-Scouting-Report,https://fbref.com/en/players/119b9a8e/scout/10728/Aymeric-Laporte-Scouting-Report,https://fbref.com/en/players/119b9a8e/scout/3232/Aymeric-Laporte-Scouting-Report,https://fbref.com/en/players/119b9a8e/scout/1889/Aymeric-Laporte-Scouting-Report,https://fbref.com/en/players/119b9a8e/scout/1631/Aymeric-Laporte-Scouting-Report,https://fbref.com/en/players/119b9a8e/scout/1652/Aymeric-Laporte-Scouting-Report,
Jamaal Lascelles,ENG,DF,Newcastle Utd,28-181,1993,24,21,1926,21.4,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,1.0,1.0,0.3,1.2,0.04,0.01,0.06,0.04,0.06,https://fbref.com/en/players/450ab6fc/,https://fbref.com/en/players/450ab6fc/scout/365_euro/Jamaal-Lascelles-Scouting-Report,https://fbref.com/en/players/450ab6fc/scout/11160/Jamaal-Lascelles-Scouting-Report,https://fbref.com/en/players/450ab6fc/scout/10728/Jamaal-Lascelles-Scouting-Report,https://fbref.com/en/players/450ab6fc/scout/3232/Jamaal-Lascelles-Scouting-Report,https://fbref.com/en/players/450ab6fc/scout/1889/Jamaal-Lascelles-Scouting-Report,https://fbref.com/en/players/450ab6fc/scout/1631/Jamaal-Lascelles-Scouting-Report,,
Pierre Lees-Melou,FRA,MF,Norwich City,28-351,1993,30,24,2015,22.4,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.6,1.6,1.7,3.3,0.07,0.08,0.15,0.07,0.15,https://fbref.com/en/players/f5044e54/,https://fbref.com/en/players/f5044e54/scout/365_euro/Pierre-Lees-Melou-Scouting-Report,https://fbref.com/en/players/f5044e54/scout/11160/Pierre-Lees-Melou-Scouting-Report,https://fbref.com/en/players/f5044e54/scout/10732/Pierre-Lees-Melou-Scouting-Report,https://fbref.com/en/players/f5044e54/scout/3243/Pierre-Lees-Melou-Scouting-Report,https://fbref.com/en/players/f5044e54/scout/2104/Pierre-Lees-Melou-Scouting-Report,https://fbref.com/en/players/f5044e54/scout/1632/Pierre-Lees-Melou-Scouting-Report,,
Aaron Lennon,ENG,MF,Burnley,35-025,1987,25,17,1508,16.8,2,0,2,0,0,2,0,0.12,0.0,0.12,0.12,0.12,1.1,1.1,0.5,1.6,0.06,0.03,0.1,0.06,0.1,https://fbref.com/en/players/2ff964a0/,https://fbref.com/en/players/2ff964a0/scout/365_euro/Aaron-Lennon-Scouting-Report,https://fbref.com/en/players/2ff964a0/scout/11160/Aaron-Lennon-Scouting-Report,https://fbref.com/en/players/2ff964a0/scout/3232/Aaron-Lennon-Scouting-Report,https://fbref.com/en/players/2ff964a0/scout/1889/Aaron-Lennon-Scouting-Report,https://fbref.com/en/players/2ff964a0/scout/1631/Aaron-Lennon-Scouting-Report,,,
Bernd Leno,GER,GK,Arsenal,30-068,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2628fd2b/,https://fbref.com/en/players/2628fd2b/matchlogs/2017-2018/misc/Bernd-Leno-Match-Logs,https://fbref.com/en/players/2628fd2b/matchlogs/2018-2019/misc/Bernd-Leno-Match-Logs,https://fbref.com/en/players/2628fd2b/matchlogs/2019-2020/misc/Bernd-Leno-Match-Logs,https://fbref.com/en/players/2628fd2b/matchlogs/2020-2021/misc/Bernd-Leno-Match-Logs,https://fbref.com/en/players/2628fd2b/matchlogs/2021-2022/misc/Bernd-Leno-Match-Logs,,,
Jamal Lewis,NIR,DF,Newcastle Utd,24-106,1998,5,4,262,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/efb9215a/,https://fbref.com/en/players/efb9215a/scout/10728/Jamal-Lewis-Scouting-Report,https://fbref.com/en/players/efb9215a/scout/3232/Jamal-Lewis-Scouting-Report,,,,,,
Victor Lindelöf,SWE,DF,Manchester Utd,27-298,1994,27,25,2265,25.2,0,2,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/f5deef4c/,https://fbref.com/en/players/f5deef4c/scout/365_euro/Victor-Lindelof-Scouting-Report,https://fbref.com/en/players/f5deef4c/scout/11160/Victor-Lindelof-Scouting-Report,https://fbref.com/en/players/f5deef4c/scout/10728/Victor-Lindelof-Scouting-Report,https://fbref.com/en/players/f5deef4c/scout/3232/Victor-Lindelof-Scouting-Report,https://fbref.com/en/players/f5deef4c/scout/1889/Victor-Lindelof-Scouting-Report,https://fbref.com/en/players/f5deef4c/scout/1631/Victor-Lindelof-Scouting-Report,,
Jesse Lingard,ENG,FWMF,Manchester Utd,29-147,1992,16,2,367,4.1,2,0,2,0,0,1,0,0.49,0.0,0.49,0.49,0.49,0.7,0.7,0.4,1.1,0.17,0.1,0.26,0.17,0.26,https://fbref.com/en/players/810e3c74/,https://fbref.com/en/players/810e3c74/scout/365_euro/Jesse-Lingard-Scouting-Report,https://fbref.com/en/players/810e3c74/scout/10728/Jesse-Lingard-Scouting-Report,https://fbref.com/en/players/810e3c74/scout/3232/Jesse-Lingard-Scouting-Report,https://fbref.com/en/players/810e3c74/scout/1889/Jesse-Lingard-Scouting-Report,https://fbref.com/en/players/810e3c74/scout/1631/Jesse-Lingard-Scouting-Report,,,
Valentino Livramento,ENG,DF,Southampton,19-180,2002,28,25,2202,24.5,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,2.3,3.4,0.05,0.09,0.14,0.05,0.14,https://fbref.com/en/players/afed6722/,https://fbref.com/en/players/afed6722/scout/365_euro/Valentino-Livramento-Scouting-Report,https://fbref.com/en/players/afed6722/scout/11160/Valentino-Livramento-Scouting-Report,,,,,,
Diego Llorente,ESP,DF,Leeds United,28-268,1993,25,25,2070,23.0,3,0,3,0,0,7,0,0.13,0.0,0.13,0.13,0.13,1.3,1.3,0.1,1.4,0.06,0.0,0.06,0.06,0.06,https://fbref.com/en/players/bba30585/,https://fbref.com/en/players/bba30585/scout/365_euro/Diego-Llorente-Scouting-Report,https://fbref.com/en/players/bba30585/scout/11160/Diego-Llorente-Scouting-Report,https://fbref.com/en/players/bba30585/scout/10728/Diego-Llorente-Scouting-Report,https://fbref.com/en/players/bba30585/scout/3239/Diego-Llorente-Scouting-Report,https://fbref.com/en/players/bba30585/scout/1886/Diego-Llorente-Scouting-Report,https://fbref.com/en/players/bba30585/scout/1652/Diego-Llorente-Scouting-Report,,
Hugo Lloris,FRA,GK,Tottenham,35-136,1986,35,35,3150,35.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/8f62b6ee/,https://fbref.com/en/players/8f62b6ee/scout/365_euro/Hugo-Lloris-Scouting-Report,https://fbref.com/en/players/8f62b6ee/scout/11160/Hugo-Lloris-Scouting-Report,https://fbref.com/en/players/8f62b6ee/scout/10728/Hugo-Lloris-Scouting-Report,https://fbref.com/en/players/8f62b6ee/scout/3232/Hugo-Lloris-Scouting-Report,https://fbref.com/en/players/8f62b6ee/scout/1889/Hugo-Lloris-Scouting-Report,https://fbref.com/en/players/8f62b6ee/scout/1631/Hugo-Lloris-Scouting-Report,,
Giovani Lo Celso,ARG,MFFW,Tottenham,26-032,1996,9,2,238,2.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.6,1.4,0.28,0.24,0.52,0.28,0.52,https://fbref.com/en/players/d7553721/,https://fbref.com/en/players/d7553721/scout/365_euro/Giovani-Lo-Celso-Scouting-Report,https://fbref.com/en/players/d7553721/scout/11174/Giovani-Lo-Celso-Scouting-Report,https://fbref.com/en/players/d7553721/scout/10728/Giovani-Lo-Celso-Scouting-Report,https://fbref.com/en/players/d7553721/scout/3232/Giovani-Lo-Celso-Scouting-Report,https://fbref.com/en/players/d7553721/scout/1886/Giovani-Lo-Celso-Scouting-Report,https://fbref.com/en/players/d7553721/scout/1632/Giovani-Lo-Celso-Scouting-Report,,
Jürgen Locadia,NED,FW,Brighton,28-185,1993,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.45,0.0,0.45,0.45,0.45,https://fbref.com/en/players/6cc47ae1/,https://fbref.com/en/players/6cc47ae1/scout/365_euro/Jurgen-Locadia-Scouting-Report,https://fbref.com/en/players/6cc47ae1/scout/10090/Jurgen-Locadia-Scouting-Report,https://fbref.com/en/players/6cc47ae1/scout/3248/Jurgen-Locadia-Scouting-Report,https://fbref.com/en/players/6cc47ae1/scout/1889/Jurgen-Locadia-Scouting-Report,,,,
Ruben Loftus-Cheek,ENG,MFDF,Chelsea,26-108,1996,22,13,1314,14.6,0,2,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,1.2,1.2,1.8,2.9,0.08,0.12,0.2,0.08,0.2,https://fbref.com/en/players/e97fd090/,https://fbref.com/en/players/e97fd090/scout/365_euro/Ruben-Loftus-Cheek-Scouting-Report,https://fbref.com/en/players/e97fd090/scout/11160/Ruben-Loftus-Cheek-Scouting-Report,https://fbref.com/en/players/e97fd090/scout/10728/Ruben-Loftus-Cheek-Scouting-Report,https://fbref.com/en/players/e97fd090/scout/1889/Ruben-Loftus-Cheek-Scouting-Report,https://fbref.com/en/players/e97fd090/scout/1631/Ruben-Loftus-Cheek-Scouting-Report,,,
Kevin Long,IRL,DF,Burnley,31-266,1990,3,1,140,1.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/5a4280b1/,https://fbref.com/en/players/5a4280b1/scout/10728/Kevin-Long-Scouting-Report,https://fbref.com/en/players/5a4280b1/scout/3232/Kevin-Long-Scouting-Report,https://fbref.com/en/players/5a4280b1/scout/1889/Kevin-Long-Scouting-Report,https://fbref.com/en/players/5a4280b1/scout/1631/Kevin-Long-Scouting-Report,,,,
Shane Long,IRL,FW,Southampton,35-109,1987,12,3,300,3.3,1,0,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,1.0,1.0,0.1,1.1,0.31,0.03,0.34,0.31,0.34,https://fbref.com/en/players/9f472354/,https://fbref.com/en/players/9f472354/scout/3232/Shane-Long-Scouting-Report,https://fbref.com/en/players/9f472354/scout/1889/Shane-Long-Scouting-Report,https://fbref.com/en/players/9f472354/scout/1631/Shane-Long-Scouting-Report,,,,,
Sean Longstaff,ENG,MF,Newcastle Utd,24-193,1997,22,13,1284,14.3,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,0.4,1.6,0.08,0.03,0.11,0.08,0.11,https://fbref.com/en/players/a2b105e0/,https://fbref.com/en/players/a2b105e0/scout/365_euro/Sean-Longstaff-Scouting-Report,https://fbref.com/en/players/a2b105e0/scout/11160/Sean-Longstaff-Scouting-Report,https://fbref.com/en/players/a2b105e0/scout/10728/Sean-Longstaff-Scouting-Report,https://fbref.com/en/players/a2b105e0/scout/3232/Sean-Longstaff-Scouting-Report,https://fbref.com/en/players/a2b105e0/scout/1889/Sean-Longstaff-Scouting-Report,,,
Ademola Lookman,NGA,FWMF,Leicester City,24-203,1997,24,15,1394,15.5,6,0,6,0,0,2,0,0.39,0.0,0.39,0.39,0.39,4.7,4.7,1.9,6.6,0.3,0.12,0.43,0.3,0.43,https://fbref.com/en/players/7c104bb7/,https://fbref.com/en/players/7c104bb7/scout/365_euro/Ademola-Lookman-Scouting-Report,https://fbref.com/en/players/7c104bb7/scout/11160/Ademola-Lookman-Scouting-Report,https://fbref.com/en/players/7c104bb7/scout/10728/Ademola-Lookman-Scouting-Report,https://fbref.com/en/players/7c104bb7/scout/1889/Ademola-Lookman-Scouting-Report,https://fbref.com/en/players/7c104bb7/scout/1634/Ademola-Lookman-Scouting-Report,,,
Jonas Lössl,DEN,GK,Brentford,33-099,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/939bc634/,https://fbref.com/en/players/939bc634/scout/365_euro/Jonas-Lossl-Scouting-Report,https://fbref.com/en/players/939bc634/scout/1889/Jonas-Lossl-Scouting-Report,https://fbref.com/en/players/939bc634/scout/1631/Jonas-Lossl-Scouting-Report,,,,,
Imran Louza,MAR,MF,Watford,23-010,1999,20,17,1416,15.7,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,2.1,0.07,0.06,0.14,0.07,0.14,https://fbref.com/en/players/e1df6989/,https://fbref.com/en/players/e1df6989/scout/365_euro/Imran-Louza-Scouting-Report,https://fbref.com/en/players/e1df6989/scout/11160/Imran-Louza-Scouting-Report,https://fbref.com/en/players/e1df6989/scout/10732/Imran-Louza-Scouting-Report,https://fbref.com/en/players/e1df6989/scout/3243/Imran-Louza-Scouting-Report,,,,
Matthew Lowton,ENG,DF,Burnley,32-336,1989,23,19,1690,18.8,1,2,1,0,0,3,0,0.05,0.11,0.16,0.05,0.16,0.6,0.6,1.3,1.9,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/9a9c05db/,https://fbref.com/en/players/9a9c05db/scout/365_euro/Matthew-Lowton-Scouting-Report,https://fbref.com/en/players/9a9c05db/scout/11160/Matthew-Lowton-Scouting-Report,https://fbref.com/en/players/9a9c05db/scout/10728/Matthew-Lowton-Scouting-Report,https://fbref.com/en/players/9a9c05db/scout/3232/Matthew-Lowton-Scouting-Report,https://fbref.com/en/players/9a9c05db/scout/1889/Matthew-Lowton-Scouting-Report,https://fbref.com/en/players/9a9c05db/scout/1631/Matthew-Lowton-Scouting-Report,,
Douglas Luiz,BRA,MF,Aston Villa,24-002,1998,31,28,2445,27.2,2,3,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,1.9,1.9,2.3,4.3,0.07,0.09,0.16,0.07,0.16,https://fbref.com/en/players/6f7d826d/,https://fbref.com/en/players/6f7d826d/scout/365_euro/Douglas-Luiz-Scouting-Report,https://fbref.com/en/players/6f7d826d/scout/11160/Douglas-Luiz-Scouting-Report,https://fbref.com/en/players/6f7d826d/scout/10728/Douglas-Luiz-Scouting-Report,https://fbref.com/en/players/6f7d826d/scout/3232/Douglas-Luiz-Scouting-Report,https://fbref.com/en/players/6f7d826d/scout/1886/Douglas-Luiz-Scouting-Report,,,
Romelu Lukaku,BEL,FW,Chelsea,28-363,1993,24,14,1422,15.8,7,0,6,1,1,0,0,0.44,0.0,0.44,0.38,0.38,5.9,5.1,2.3,7.4,0.37,0.15,0.52,0.32,0.47,https://fbref.com/en/players/5eae500a/,https://fbref.com/en/players/5eae500a/scout/365_euro/Romelu-Lukaku-Scouting-Report,https://fbref.com/en/players/5eae500a/scout/11160/Romelu-Lukaku-Scouting-Report,https://fbref.com/en/players/5eae500a/scout/10730/Romelu-Lukaku-Scouting-Report,https://fbref.com/en/players/5eae500a/scout/3260/Romelu-Lukaku-Scouting-Report,https://fbref.com/en/players/5eae500a/scout/1889/Romelu-Lukaku-Scouting-Report,https://fbref.com/en/players/5eae500a/scout/1631/Romelu-Lukaku-Scouting-Report,,
Lyanco,BRA,DF,Southampton,25-099,1997,13,7,731,8.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,https://fbref.com/en/players/b5bf1770/,https://fbref.com/en/players/b5bf1770/scout/365_euro/Lyanco-Scouting-Report,https://fbref.com/en/players/b5bf1770/scout/11160/Lyanco-Scouting-Report,https://fbref.com/en/players/b5bf1770/scout/10730/Lyanco-Scouting-Report,https://fbref.com/en/players/b5bf1770/scout/3260/Lyanco-Scouting-Report,https://fbref.com/en/players/b5bf1770/scout/1896/Lyanco-Scouting-Report,,,
Alexis Mac Allister,ARG,MFFW,Brighton,23-138,1998,31,20,1943,21.6,5,2,3,2,3,4,0,0.23,0.09,0.32,0.14,0.23,5.8,3.5,1.2,4.8,0.27,0.06,0.33,0.16,0.22,https://fbref.com/en/players/83d074ff/,https://fbref.com/en/players/83d074ff/scout/365_euro/Alexis-Mac-Allister-Scouting-Report,https://fbref.com/en/players/83d074ff/scout/11160/Alexis-Mac-Allister-Scouting-Report,https://fbref.com/en/players/83d074ff/scout/10728/Alexis-Mac-Allister-Scouting-Report,,,,,
James Maddison,ENG,MFFW,Leicester City,25-169,1996,31,24,2108,23.4,8,5,8,0,0,3,0,0.34,0.21,0.56,0.34,0.56,6.3,6.3,4.0,10.3,0.27,0.17,0.44,0.27,0.44,https://fbref.com/en/players/ee38d9c5/,https://fbref.com/en/players/ee38d9c5/scout/365_euro/James-Maddison-Scouting-Report,https://fbref.com/en/players/ee38d9c5/scout/11160/James-Maddison-Scouting-Report,https://fbref.com/en/players/ee38d9c5/scout/10728/James-Maddison-Scouting-Report,https://fbref.com/en/players/ee38d9c5/scout/3232/James-Maddison-Scouting-Report,https://fbref.com/en/players/ee38d9c5/scout/1889/James-Maddison-Scouting-Report,,,
Harry Maguire,ENG,DF,Manchester Utd,29-067,1993,29,27,2425,26.9,1,0,1,0,0,9,1,0.04,0.0,0.04,0.04,0.04,1.7,1.7,0.2,1.9,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/d8931174/,https://fbref.com/en/players/d8931174/scout/365_euro/Harry-Maguire-Scouting-Report,https://fbref.com/en/players/d8931174/scout/11160/Harry-Maguire-Scouting-Report,https://fbref.com/en/players/d8931174/scout/10728/Harry-Maguire-Scouting-Report,https://fbref.com/en/players/d8931174/scout/3232/Harry-Maguire-Scouting-Report,https://fbref.com/en/players/d8931174/scout/1889/Harry-Maguire-Scouting-Report,https://fbref.com/en/players/d8931174/scout/1631/Harry-Maguire-Scouting-Report,,
Riyad Mahrez,ALG,FW,Manchester City,31-079,1991,25,13,1339,14.9,11,5,7,4,4,0,0,0.74,0.34,1.08,0.47,0.81,9.1,6.1,3.4,9.5,0.61,0.23,0.84,0.41,0.64,https://fbref.com/en/players/892d5bb1/,https://fbref.com/en/players/892d5bb1/scout/365_euro/Riyad-Mahrez-Scouting-Report,https://fbref.com/en/players/892d5bb1/scout/11160/Riyad-Mahrez-Scouting-Report,https://fbref.com/en/players/892d5bb1/scout/10728/Riyad-Mahrez-Scouting-Report,https://fbref.com/en/players/892d5bb1/scout/3232/Riyad-Mahrez-Scouting-Report,https://fbref.com/en/players/892d5bb1/scout/1889/Riyad-Mahrez-Scouting-Report,https://fbref.com/en/players/892d5bb1/scout/1631/Riyad-Mahrez-Scouting-Report,,
Ainsley Maitland-Niles,ENG,MF,Arsenal,24-255,1997,8,2,268,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.01,0.12,0.13,0.01,0.13,https://fbref.com/en/players/e3a5814e/,https://fbref.com/en/players/e3a5814e/scout/365_euro/Ainsley-Maitland-Niles-Scouting-Report,https://fbref.com/en/players/e3a5814e/scout/11222/Ainsley-Maitland-Niles-Scouting-Report,https://fbref.com/en/players/e3a5814e/scout/10728/Ainsley-Maitland-Niles-Scouting-Report,https://fbref.com/en/players/e3a5814e/scout/3232/Ainsley-Maitland-Niles-Scouting-Report,https://fbref.com/en/players/e3a5814e/scout/1889/Ainsley-Maitland-Niles-Scouting-Report,https://fbref.com/en/players/e3a5814e/scout/1631/Ainsley-Maitland-Niles-Scouting-Report,,
Sadio Mané,SEN,FW,Liverpool,30-031,1992,33,31,2729,30.3,15,2,15,0,0,5,0,0.49,0.07,0.56,0.49,0.56,16.2,16.2,4.2,20.4,0.53,0.14,0.67,0.53,0.67,https://fbref.com/en/players/c691bfe2/,https://fbref.com/en/players/c691bfe2/scout/365_euro/Sadio-Mane-Scouting-Report,https://fbref.com/en/players/c691bfe2/scout/11160/Sadio-Mane-Scouting-Report,https://fbref.com/en/players/c691bfe2/scout/10728/Sadio-Mane-Scouting-Report,https://fbref.com/en/players/c691bfe2/scout/3232/Sadio-Mane-Scouting-Report,https://fbref.com/en/players/c691bfe2/scout/1889/Sadio-Mane-Scouting-Report,https://fbref.com/en/players/c691bfe2/scout/1631/Sadio-Mane-Scouting-Report,,
Javier Manquillo,ESP,DF,Newcastle Utd,28-006,1994,19,15,1257,14.0,1,2,1,0,0,5,0,0.07,0.14,0.21,0.07,0.21,0.5,0.5,0.3,0.8,0.03,0.02,0.06,0.03,0.06,https://fbref.com/en/players/758dd7f0/,https://fbref.com/en/players/758dd7f0/scout/365_euro/Javier-Manquillo-Scouting-Report,https://fbref.com/en/players/758dd7f0/scout/11160/Javier-Manquillo-Scouting-Report,https://fbref.com/en/players/758dd7f0/scout/10728/Javier-Manquillo-Scouting-Report,https://fbref.com/en/players/758dd7f0/scout/3232/Javier-Manquillo-Scouting-Report,https://fbref.com/en/players/758dd7f0/scout/1889/Javier-Manquillo-Scouting-Report,https://fbref.com/en/players/758dd7f0/scout/1631/Javier-Manquillo-Scouting-Report,,
Fernando Marçal,BRA,DF,Wolves,33-081,1989,18,17,1449,16.1,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.03,0.04,0.08,0.03,0.08,https://fbref.com/en/players/9ae9eaea/,https://fbref.com/en/players/9ae9eaea/scout/365_euro/Fernando-Marcal-Scouting-Report,https://fbref.com/en/players/9ae9eaea/scout/11160/Fernando-Marcal-Scouting-Report,https://fbref.com/en/players/9ae9eaea/scout/10728/Fernando-Marcal-Scouting-Report,https://fbref.com/en/players/9ae9eaea/scout/3243/Fernando-Marcal-Scouting-Report,https://fbref.com/en/players/9ae9eaea/scout/2104/Fernando-Marcal-Scouting-Report,https://fbref.com/en/players/9ae9eaea/scout/1632/Fernando-Marcal-Scouting-Report,,
Solly March,ENG,DFFW,Brighton,27-295,1994,29,15,1611,17.9,0,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,1.2,1.2,2.4,3.6,0.07,0.13,0.2,0.07,0.2,https://fbref.com/en/players/bb5fbd2b/,https://fbref.com/en/players/bb5fbd2b/scout/365_euro/Solly-March-Scouting-Report,https://fbref.com/en/players/bb5fbd2b/scout/11160/Solly-March-Scouting-Report,https://fbref.com/en/players/bb5fbd2b/scout/10728/Solly-March-Scouting-Report,https://fbref.com/en/players/bb5fbd2b/scout/3232/Solly-March-Scouting-Report,https://fbref.com/en/players/bb5fbd2b/scout/1889/Solly-March-Scouting-Report,https://fbref.com/en/players/bb5fbd2b/scout/1631/Solly-March-Scouting-Report,,
Pablo Marí,ESP,DF,Arsenal,28-253,1993,2,2,180,2.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21,https://fbref.com/en/players/aa54ec6f/,https://fbref.com/en/players/aa54ec6f/scout/365_euro/Pablo-Mari-Scouting-Report,https://fbref.com/en/players/aa54ec6f/scout/11222/Pablo-Mari-Scouting-Report,https://fbref.com/en/players/aa54ec6f/scout/10728/Pablo-Mari-Scouting-Report,,,,,
Anthony Martial,FRA,FW,Manchester Utd,26-157,1995,8,2,212,2.4,1,0,1,0,0,0,0,0.42,0.0,0.42,0.42,0.42,0.4,0.4,0.1,0.6,0.19,0.06,0.25,0.19,0.25,https://fbref.com/en/players/8b788c01/,https://fbref.com/en/players/8b788c01/scout/365_euro/Anthony-Martial-Scouting-Report,https://fbref.com/en/players/8b788c01/scout/11174/Anthony-Martial-Scouting-Report,https://fbref.com/en/players/8b788c01/scout/10728/Anthony-Martial-Scouting-Report,https://fbref.com/en/players/8b788c01/scout/3232/Anthony-Martial-Scouting-Report,https://fbref.com/en/players/8b788c01/scout/1889/Anthony-Martial-Scouting-Report,https://fbref.com/en/players/8b788c01/scout/1631/Anthony-Martial-Scouting-Report,,
Martinelli,BRA,FWMF,Arsenal,20-327,2001,26,19,1669,18.5,5,5,5,0,0,3,1,0.27,0.27,0.54,0.27,0.54,5.5,5.5,2.8,8.3,0.3,0.15,0.45,0.3,0.45,https://fbref.com/en/players/48a5a5d6/,https://fbref.com/en/players/48a5a5d6/scout/365_euro/Martinelli-Scouting-Report,https://fbref.com/en/players/48a5a5d6/scout/11160/Martinelli-Scouting-Report,https://fbref.com/en/players/48a5a5d6/scout/10728/Martinelli-Scouting-Report,https://fbref.com/en/players/48a5a5d6/scout/3232/Martinelli-Scouting-Report,,,,
Emiliano Martínez,ARG,GK,Aston Villa,29-251,1992,34,34,3060,34.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/7956236f/,https://fbref.com/en/players/7956236f/scout/365_euro/Emiliano-Martinez-Scouting-Report,https://fbref.com/en/players/7956236f/scout/11160/Emiliano-Martinez-Scouting-Report,https://fbref.com/en/players/7956236f/scout/10728/Emiliano-Martinez-Scouting-Report,https://fbref.com/en/players/7956236f/scout/3232/Emiliano-Martinez-Scouting-Report,https://fbref.com/en/players/7956236f/scout/1652/Emiliano-Martinez-Scouting-Report,,,
Adam Masina,MAR,DF,Watford,28-129,1994,12,11,884,9.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07,https://fbref.com/en/players/de0f152c/,https://fbref.com/en/players/de0f152c/scout/365_euro/Adam-Masina-Scouting-Report,https://fbref.com/en/players/de0f152c/scout/11160/Adam-Masina-Scouting-Report,https://fbref.com/en/players/de0f152c/scout/3232/Adam-Masina-Scouting-Report,https://fbref.com/en/players/de0f152c/scout/1889/Adam-Masina-Scouting-Report,https://fbref.com/en/players/de0f152c/scout/1640/Adam-Masina-Scouting-Report,,,
Arthur Masuaku,COD,DFFW,West Ham,28-185,1993,13,6,650,7.2,1,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,0.1,0.1,0.9,1.0,0.01,0.12,0.14,0.01,0.14,https://fbref.com/en/players/57df7a11/,https://fbref.com/en/players/57df7a11/scout/365_euro/Arthur-Masuaku-Scouting-Report,https://fbref.com/en/players/57df7a11/scout/11160/Arthur-Masuaku-Scouting-Report,https://fbref.com/en/players/57df7a11/scout/10728/Arthur-Masuaku-Scouting-Report,https://fbref.com/en/players/57df7a11/scout/3232/Arthur-Masuaku-Scouting-Report,https://fbref.com/en/players/57df7a11/scout/1889/Arthur-Masuaku-Scouting-Report,https://fbref.com/en/players/57df7a11/scout/1631/Arthur-Masuaku-Scouting-Report,,
