Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8
Matt Doherty,IRL,DF,Tottenham,30-115,1992,15,9,875,9.7,2,4,2,0,0,0,0,0.21,0.41,0.62,0.21,0.62,2.5,2.5,1.8,4.3,0.26,0.18,0.44,0.26,0.44,https://fbref.com/en/players/d557d734/,https://fbref.com/en/players/d557d734/scout/365_euro/Matt-Doherty-Scouting-Report,https://fbref.com/en/players/d557d734/scout/11160/Matt-Doherty-Scouting-Report,https://fbref.com/en/players/d557d734/scout/10728/Matt-Doherty-Scouting-Report,https://fbref.com/en/players/d557d734/scout/3232/Matt-Doherty-Scouting-Report,https://fbref.com/en/players/d557d734/scout/1889/Matt-Doherty-Scouting-Report,,,
Gabriel Dos Santos,BRA,DF,Arsenal,24-143,1997,32,32,2826,31.4,4,0,4,0,0,8,1,0.13,0.0,0.13,0.13,0.13,2.5,2.5,0.8,3.3,0.08,0.03,0.1,0.08,0.1,https://fbref.com/en/players/67ac5bb8/,https://fbref.com/en/players/67ac5bb8/scout/365_euro/Gabriel-Dos-Santos-Scouting-Report,https://fbref.com/en/players/67ac5bb8/scout/11160/Gabriel-Dos-Santos-Scouting-Report,https://fbref.com/en/players/67ac5bb8/scout/10728/Gabriel-Dos-Santos-Scouting-Report,https://fbref.com/en/players/67ac5bb8/scout/3243/Gabriel-Dos-Santos-Scouting-Report,https://fbref.com/en/players/67ac5bb8/scout/2104/Gabriel-Dos-Santos-Scouting-Report,,,
Abdoulaye Doucouré,MLI,MF,Everton,29-130,1993,26,25,2231,24.8,2,4,2,0,0,5,0,0.08,0.16,0.24,0.08,0.24,2.5,2.5,2.2,4.7,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/02b29014/,https://fbref.com/en/players/02b29014/scout/365_euro/Abdoulaye-Doucoure-Scouting-Report,https://fbref.com/en/players/02b29014/scout/11160/Abdoulaye-Doucoure-Scouting-Report,https://fbref.com/en/players/02b29014/scout/10728/Abdoulaye-Doucoure-Scouting-Report,https://fbref.com/en/players/02b29014/scout/3232/Abdoulaye-Doucoure-Scouting-Report,https://fbref.com/en/players/02b29014/scout/1889/Abdoulaye-Doucoure-Scouting-Report,https://fbref.com/en/players/02b29014/scout/1631/Abdoulaye-Doucoure-Scouting-Report,,
Kieran Dowell,ENG,FWMF,Norwich City,24-213,1997,17,9,770,8.6,1,1,1,0,0,0,0,0.12,0.12,0.23,0.12,0.23,1.2,1.2,1.5,2.7,0.14,0.17,0.31,0.14,0.31,https://fbref.com/en/players/2f6ec02a/,https://fbref.com/en/players/2f6ec02a/scout/365_euro/Kieran-Dowell-Scouting-Report,https://fbref.com/en/players/2f6ec02a/scout/11160/Kieran-Dowell-Scouting-Report,,,,,,
Cody Drameh,ENG,DF,Leeds United,20-154,2001,3,1,128,1.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/e0d1510a/,https://fbref.com/en/players/e0d1510a/all_comps/Cody-Drameh-Stats---All-Competitions,https://fbref.com/en/players/e0d1510a/dom_lg/Cody-Drameh-Domestic-League-Stats,https://fbref.com/en/players/e0d1510a/dom_cup/Cody-Drameh-Domestic-Cup-Stats,,,,,
Martin Dúbravka,SVK,GK,Newcastle Utd,33-116,1989,24,24,2160,24.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3a949a25/,https://fbref.com/en/players/3a949a25/scout/365_euro/Martin-Dubravka-Scouting-Report,https://fbref.com/en/players/3a949a25/scout/11160/Martin-Dubravka-Scouting-Report,https://fbref.com/en/players/3a949a25/scout/10728/Martin-Dubravka-Scouting-Report,https://fbref.com/en/players/3a949a25/scout/3232/Martin-Dubravka-Scouting-Report,https://fbref.com/en/players/3a949a25/scout/1889/Martin-Dubravka-Scouting-Report,https://fbref.com/en/players/3a949a25/scout/1631/Martin-Dubravka-Scouting-Report,,
Shane Duffy,IRL,DF,Brighton,30-130,1992,18,15,1436,16.0,1,0,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.1,1.5,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/7314bba4/,https://fbref.com/en/players/7314bba4/scout/365_euro/Shane-Duffy-Scouting-Report,https://fbref.com/en/players/7314bba4/scout/11160/Shane-Duffy-Scouting-Report,https://fbref.com/en/players/7314bba4/scout/3232/Shane-Duffy-Scouting-Report,https://fbref.com/en/players/7314bba4/scout/1889/Shane-Duffy-Scouting-Report,https://fbref.com/en/players/7314bba4/scout/1631/Shane-Duffy-Scouting-Report,,,
Paul Dummett,WAL,DF,Newcastle Utd,30-227,1991,3,2,198,2.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3fe6bd8c/,https://fbref.com/en/players/3fe6bd8c/scout/10728/Paul-Dummett-Scouting-Report,https://fbref.com/en/players/3fe6bd8c/scout/3232/Paul-Dummett-Scouting-Report,https://fbref.com/en/players/3fe6bd8c/scout/1889/Paul-Dummett-Scouting-Report,https://fbref.com/en/players/3fe6bd8c/scout/1631/Paul-Dummett-Scouting-Report,,,,
Lewis Dunk,ENG,DF,Brighton,30-171,1991,27,27,2393,26.6,1,0,1,0,0,3,1,0.04,0.0,0.04,0.04,0.04,1.2,1.2,0.2,1.4,0.05,0.01,0.05,0.05,0.05,https://fbref.com/en/players/282f75f3/,https://fbref.com/en/players/282f75f3/scout/365_euro/Lewis-Dunk-Scouting-Report,https://fbref.com/en/players/282f75f3/scout/11160/Lewis-Dunk-Scouting-Report,https://fbref.com/en/players/282f75f3/scout/10728/Lewis-Dunk-Scouting-Report,https://fbref.com/en/players/282f75f3/scout/3232/Lewis-Dunk-Scouting-Report,https://fbref.com/en/players/282f75f3/scout/1889/Lewis-Dunk-Scouting-Report,https://fbref.com/en/players/282f75f3/scout/1631/Lewis-Dunk-Scouting-Report,,
Ederson,BRA,GK,Manchester City,28-267,1993,34,34,3060,34.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3bb7b8b4/,https://fbref.com/en/players/3bb7b8b4/scout/365_euro/Ederson-Scouting-Report,https://fbref.com/en/players/3bb7b8b4/scout/11160/Ederson-Scouting-Report,https://fbref.com/en/players/3bb7b8b4/scout/10728/Ederson-Scouting-Report,https://fbref.com/en/players/3bb7b8b4/scout/3232/Ederson-Scouting-Report,https://fbref.com/en/players/3bb7b8b4/scout/1889/Ederson-Scouting-Report,https://fbref.com/en/players/3bb7b8b4/scout/1631/Ederson-Scouting-Report,,
Odsonne Édouard,FRA,FW,Crystal Palace,24-115,1998,26,17,1466,16.3,6,3,5,1,1,2,0,0.37,0.18,0.55,0.31,0.49,6.9,6.2,2.2,8.4,0.42,0.14,0.56,0.38,0.52,https://fbref.com/en/players/0562b7f1/,https://fbref.com/en/players/0562b7f1/scout/365_euro/Odsonne-Edouard-Scouting-Report,https://fbref.com/en/players/0562b7f1/scout/11160/Odsonne-Edouard-Scouting-Report,,,,,,
CJ Egan-Riley,ENG,DF,Manchester City,19-129,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d313e8ff/,https://fbref.com/en/players/d313e8ff/all_comps/CJ-Egan-Riley-Stats---All-Competitions,https://fbref.com/en/players/d313e8ff/dom_lg/CJ-Egan-Riley-Domestic-League-Stats,https://fbref.com/en/players/d313e8ff/dom_cup/CJ-Egan-Riley-Domestic-Cup-Stats,https://fbref.com/en/players/d313e8ff/intl_cup/CJ-Egan-Riley-International-Cup-Stats,,,,
Anthony Elanga,SWE,FW,Manchester Utd,20-014,2002,20,13,1124,12.5,2,2,2,0,0,0,0,0.16,0.16,0.32,0.16,0.32,2.9,2.9,1.8,4.7,0.23,0.14,0.37,0.23,0.37,https://fbref.com/en/players/2fba6108/,https://fbref.com/en/players/2fba6108/scout/365_euro/Anthony-Elanga-Scouting-Report,https://fbref.com/en/players/2fba6108/scout/11160/Anthony-Elanga-Scouting-Report,,,,,,
Harvey Elliott,ENG,MF,Liverpool,19-037,2003,5,3,282,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.22,0.1,0.32,0.22,0.32,https://fbref.com/en/players/c8387671/,https://fbref.com/en/players/c8387671/all_comps/Harvey-Elliott-Stats---All-Competitions,https://fbref.com/en/players/c8387671/dom_lg/Harvey-Elliott-Domestic-League-Stats,https://fbref.com/en/players/c8387671/dom_cup/Harvey-Elliott-Domestic-Cup-Stats,https://fbref.com/en/players/c8387671/intl_cup/Harvey-Elliott-International-Cup-Stats,,,,
Mohamed Elneny,EGY,MF,Arsenal,29-304,1992,11,5,536,6.0,0,2,0,0,0,1,0,0.0,0.34,0.34,0.0,0.34,0.1,0.1,0.6,0.7,0.02,0.11,0.12,0.02,0.12,https://fbref.com/en/players/47a34c4f/,https://fbref.com/en/players/47a34c4f/scout/365_euro/Mohamed-Elneny-Scouting-Report,https://fbref.com/en/players/47a34c4f/scout/11160/Mohamed-Elneny-Scouting-Report,https://fbref.com/en/players/47a34c4f/scout/10728/Mohamed-Elneny-Scouting-Report,https://fbref.com/en/players/47a34c4f/scout/1631/Mohamed-Elneny-Scouting-Report,,,,
Mohamed Elyounoussi,NOR,MFFW,Southampton,27-280,1994,28,21,1881,20.9,4,2,4,0,0,4,0,0.19,0.1,0.29,0.19,0.29,6.0,6.0,2.3,8.3,0.29,0.11,0.4,0.29,0.4,https://fbref.com/en/players/68dc0dac/,https://fbref.com/en/players/68dc0dac/scout/365_euro/Mohamed-Elyounoussi-Scouting-Report,https://fbref.com/en/players/68dc0dac/scout/11160/Mohamed-Elyounoussi-Scouting-Report,https://fbref.com/en/players/68dc0dac/scout/1889/Mohamed-Elyounoussi-Scouting-Report,,,,,
Emerson,BRA,DF,Tottenham,23-117,1999,28,23,2035,22.6,1,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,1.0,1.0,2.0,3.0,0.05,0.09,0.13,0.05,0.13,https://fbref.com/en/players/df8b52a5/,https://fbref.com/en/players/df8b52a5/scout/365_euro/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/scout/11160/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/scout/10731/Emerson-Scouting-Report,https://fbref.com/en/players/df8b52a5/scout/3239/Emerson-Scouting-Report,,,,
Christian Eriksen,DEN,MF,Brentford,30-086,1992,9,8,759,8.4,1,3,1,0,0,1,0,0.12,0.36,0.47,0.12,0.47,1.2,1.2,2.5,3.7,0.14,0.3,0.44,0.14,0.44,https://fbref.com/en/players/980522ec/,https://fbref.com/en/players/980522ec/scout/365_euro/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/scout/11160/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/scout/10730/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/scout/3232/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/scout/3260/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/scout/1889/Christian-Eriksen-Scouting-Report,https://fbref.com/en/players/980522ec/scout/1631/Christian-Eriksen-Scouting-Report,
Oghenekaro Etebo,NGA,MF,Watford,26-183,1995,7,4,389,4.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/b579e83d/,https://fbref.com/en/players/b579e83d/scout/3239/Oghenekaro-Etebo-Scouting-Report,https://fbref.com/en/players/b579e83d/scout/1652/Oghenekaro-Etebo-Scouting-Report,,,,,,
Jonny Evans,NIR,DF,Leicester City,34-128,1988,14,12,1022,11.4,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.7,0.7,0.5,1.2,0.07,0.04,0.11,0.07,0.11,https://fbref.com/en/players/f8fcd2a5/,https://fbref.com/en/players/f8fcd2a5/scout/365_euro/Jonny-Evans-Scouting-Report,https://fbref.com/en/players/f8fcd2a5/scout/11160/Jonny-Evans-Scouting-Report,https://fbref.com/en/players/f8fcd2a5/scout/10728/Jonny-Evans-Scouting-Report,https://fbref.com/en/players/f8fcd2a5/scout/3232/Jonny-Evans-Scouting-Report,https://fbref.com/en/players/f8fcd2a5/scout/1889/Jonny-Evans-Scouting-Report,https://fbref.com/en/players/f8fcd2a5/scout/1631/Jonny-Evans-Scouting-Report,,
Eberechi Eze,ENG,MFFW,Crystal Palace,23-316,1998,10,4,426,4.7,1,0,1,0,0,1,0,0.21,0.0,0.21,0.21,0.21,0.4,0.4,0.3,0.8,0.09,0.07,0.16,0.09,0.16,https://fbref.com/en/players/ae4fc6a4/,https://fbref.com/en/players/ae4fc6a4/scout/365_euro/Eberechi-Eze-Scouting-Report,https://fbref.com/en/players/ae4fc6a4/scout/11160/Eberechi-Eze-Scouting-Report,https://fbref.com/en/players/ae4fc6a4/scout/10728/Eberechi-Eze-Scouting-Report,,,,,
Łukasz Fabiański,POL,GK,West Ham,37-023,1985,35,35,3150,35.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9328b835/,https://fbref.com/en/players/9328b835/scout/365_euro/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/scout/11160/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/scout/10728/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/scout/3232/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/scout/1889/Lukasz-Fabianski-Scouting-Report,https://fbref.com/en/players/9328b835/scout/1631/Lukasz-Fabianski-Scouting-Report,,
Fabinho,BRA,MF,Liverpool,28-200,1993,29,26,2314,25.7,5,1,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,3.4,1.9,1.4,3.3,0.13,0.05,0.19,0.07,0.13,https://fbref.com/en/players/7f3b388c/,https://fbref.com/en/players/7f3b388c/scout/365_euro/Fabinho-Scouting-Report,https://fbref.com/en/players/7f3b388c/scout/11160/Fabinho-Scouting-Report,https://fbref.com/en/players/7f3b388c/scout/10728/Fabinho-Scouting-Report,https://fbref.com/en/players/7f3b388c/scout/3232/Fabinho-Scouting-Report,https://fbref.com/en/players/7f3b388c/scout/1889/Fabinho-Scouting-Report,https://fbref.com/en/players/7f3b388c/scout/1632/Fabinho-Scouting-Report,,
Kiko Femenía,ESP,DF,Watford,31-098,1991,26,25,2052,22.8,0,5,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,0.0,0.0,3.2,3.2,0.0,0.14,0.14,0.0,0.14,https://fbref.com/en/players/e5d01ecf/,https://fbref.com/en/players/e5d01ecf/scout/365_euro/Kiko-Femenia-Scouting-Report,https://fbref.com/en/players/e5d01ecf/scout/11160/Kiko-Femenia-Scouting-Report,https://fbref.com/en/players/e5d01ecf/scout/3232/Kiko-Femenia-Scouting-Report,https://fbref.com/en/players/e5d01ecf/scout/1889/Kiko-Femenia-Scouting-Report,https://fbref.com/en/players/e5d01ecf/scout/1631/Kiko-Femenia-Scouting-Report,,,
Evan Ferguson,IRL,MF,Brighton,17-204,2004,1,0,23,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/4596da74/,https://fbref.com/en/players/4596da74/all_comps/Evan-Ferguson-Stats---All-Competitions,https://fbref.com/en/players/4596da74/dom_lg/Evan-Ferguson-Domestic-League-Stats,https://fbref.com/en/players/4596da74/dom_cup/Evan-Ferguson-Domestic-Cup-Stats,,,,,
Nathan Ferguson,ENG,DF,Crystal Palace,21-217,2000,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2f8d27bc/,https://fbref.com/en/players/2f8d27bc/matchlogs/2021-2022/passing/Nathan-Ferguson-Match-Logs,,,,,,,
Bruno Fernandes,POR,MF,Manchester Utd,27-245,1994,35,34,3021,33.6,10,6,10,0,2,9,0,0.3,0.18,0.48,0.3,0.48,9.4,7.9,8.4,16.3,0.28,0.25,0.53,0.24,0.49,https://fbref.com/en/players/507c7bdf/,https://fbref.com/en/players/507c7bdf/scout/365_euro/Bruno-Fernandes-Scouting-Report,https://fbref.com/en/players/507c7bdf/scout/11160/Bruno-Fernandes-Scouting-Report,https://fbref.com/en/players/507c7bdf/scout/10728/Bruno-Fernandes-Scouting-Report,https://fbref.com/en/players/507c7bdf/scout/3232/Bruno-Fernandes-Scouting-Report,,,,
Álvaro Fernández,ESP,GK,Brentford,24-028,1998,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/f127d782/,https://fbref.com/en/players/f127d782/scout/365_euro/Alvaro-Fernandez-Scouting-Report,https://fbref.com/en/players/f127d782/scout/11160/Alvaro-Fernandez-Scouting-Report,https://fbref.com/en/players/f127d782/scout/10731/Alvaro-Fernandez-Scouting-Report,,,,,
Federico Fernández,ARG,DF,Newcastle Utd,33-079,1989,7,5,523,5.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13,https://fbref.com/en/players/f25b010f/,https://fbref.com/en/players/f25b010f/scout/365_euro/Federico-Fernandez-Scouting-Report,https://fbref.com/en/players/f25b010f/scout/11160/Federico-Fernandez-Scouting-Report,https://fbref.com/en/players/f25b010f/scout/10728/Federico-Fernandez-Scouting-Report,https://fbref.com/en/players/f25b010f/scout/3232/Federico-Fernandez-Scouting-Report,https://fbref.com/en/players/f25b010f/scout/1889/Federico-Fernandez-Scouting-Report,https://fbref.com/en/players/f25b010f/scout/1631/Federico-Fernandez-Scouting-Report,,
Fernandinho,BRA,MF,Manchester City,37-007,1985,16,7,753,8.4,2,1,2,0,0,1,0,0.24,0.12,0.36,0.24,0.36,1.5,1.5,0.9,2.4,0.18,0.1,0.28,0.18,0.28,https://fbref.com/en/players/101da2b5/,https://fbref.com/en/players/101da2b5/scout/365_euro/Fernandinho-Scouting-Report,https://fbref.com/en/players/101da2b5/scout/11160/Fernandinho-Scouting-Report,https://fbref.com/en/players/101da2b5/scout/10728/Fernandinho-Scouting-Report,https://fbref.com/en/players/101da2b5/scout/3232/Fernandinho-Scouting-Report,https://fbref.com/en/players/101da2b5/scout/1889/Fernandinho-Scouting-Report,https://fbref.com/en/players/101da2b5/scout/1631/Fernandinho-Scouting-Report,,
Roberto Firmino,BRA,FW,Liverpool,30-221,1991,18,9,887,9.9,5,3,5,0,0,3,0,0.51,0.3,0.81,0.51,0.81,4.8,4.8,2.0,6.7,0.48,0.2,0.68,0.48,0.68,https://fbref.com/en/players/4c370d81/,https://fbref.com/en/players/4c370d81/scout/365_euro/Roberto-Firmino-Scouting-Report,https://fbref.com/en/players/4c370d81/scout/11160/Roberto-Firmino-Scouting-Report,https://fbref.com/en/players/4c370d81/scout/10728/Roberto-Firmino-Scouting-Report,https://fbref.com/en/players/4c370d81/scout/3232/Roberto-Firmino-Scouting-Report,https://fbref.com/en/players/4c370d81/scout/1889/Roberto-Firmino-Scouting-Report,https://fbref.com/en/players/4c370d81/scout/1631/Roberto-Firmino-Scouting-Report,,
Junior Firpo,ESP,DF,Leeds United,25-262,1996,21,17,1485,16.5,0,2,0,0,0,10,0,0.0,0.12,0.12,0.0,0.12,0.8,0.8,2.2,3.0,0.05,0.13,0.18,0.05,0.18,https://fbref.com/en/players/24f59bb2/,https://fbref.com/en/players/24f59bb2/scout/365_euro/Junior-Firpo-Scouting-Report,https://fbref.com/en/players/24f59bb2/scout/11160/Junior-Firpo-Scouting-Report,https://fbref.com/en/players/24f59bb2/scout/3239/Junior-Firpo-Scouting-Report,https://fbref.com/en/players/24f59bb2/scout/1886/Junior-Firpo-Scouting-Report,https://fbref.com/en/players/24f59bb2/scout/1652/Junior-Firpo-Scouting-Report,,,
Ashley Fletcher,ENG,FW,Watford,26-221,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.16,0.0,1.16,1.16,1.16,https://fbref.com/en/players/eeb6551f/,https://fbref.com/en/players/eeb6551f/all_comps/Ashley-Fletcher-Stats---All-Competitions,https://fbref.com/en/players/eeb6551f/dom_lg/Ashley-Fletcher-Domestic-League-Stats,https://fbref.com/en/players/eeb6551f/dom_cup/Ashley-Fletcher-Domestic-Cup-Stats,,,,,
Phil Foden,ENG,FW,Manchester City,21-348,2000,26,22,1958,21.8,9,5,9,0,0,1,0,0.41,0.23,0.64,0.41,0.64,8.5,8.5,5.7,14.2,0.39,0.26,0.65,0.39,0.65,https://fbref.com/en/players/ed1e53f3/,https://fbref.com/en/players/ed1e53f3/scout/365_euro/Phil-Foden-Scouting-Report,https://fbref.com/en/players/ed1e53f3/scout/11160/Phil-Foden-Scouting-Report,https://fbref.com/en/players/ed1e53f3/scout/10728/Phil-Foden-Scouting-Report,https://fbref.com/en/players/ed1e53f3/scout/3232/Phil-Foden-Scouting-Report,,,,
Wesley Fofana,FRA,DF,Leicester City,21-145,2000,4,4,360,4.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.03,0.03,0.03,https://fbref.com/en/players/132a82f1/,https://fbref.com/en/players/132a82f1/scout/365_euro/Wesley-Fofana-Scouting-Report,https://fbref.com/en/players/132a82f1/scout/11160/Wesley-Fofana-Scouting-Report,https://fbref.com/en/players/132a82f1/scout/10728/Wesley-Fofana-Scouting-Report,https://fbref.com/en/players/132a82f1/scout/3243/Wesley-Fofana-Scouting-Report,,,,
Pablo Fornals,ESP,FWMF,West Ham,26-078,1996,34,30,2626,29.2,6,2,6,0,0,4,0,0.21,0.07,0.27,0.21,0.27,5.0,5.0,4.8,9.8,0.17,0.16,0.34,0.17,0.34,https://fbref.com/en/players/82927de4/,https://fbref.com/en/players/82927de4/scout/365_euro/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/scout/11160/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/scout/10728/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/scout/3232/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/scout/1886/Pablo-Fornals-Scouting-Report,https://fbref.com/en/players/82927de4/scout/1652/Pablo-Fornals-Scouting-Report,,
Adam Forshaw,ENG,MF,Leeds United,30-215,1991,22,17,1530,17.0,0,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,1.1,1.5,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/9f1938ab/,https://fbref.com/en/players/9f1938ab/scout/365_euro/Adam-Forshaw-Scouting-Report,https://fbref.com/en/players/9f1938ab/scout/11160/Adam-Forshaw-Scouting-Report,,,,,,
Marcus Forss,FIN,FWMF,Brentford,22-327,1999,7,1,209,2.3,0,1,0,0,0,0,0,0.0,0.43,0.43,0.0,0.43,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1,https://fbref.com/en/players/82c215a0/,https://fbref.com/en/players/82c215a0/all_comps/Marcus-Forss-Stats---All-Competitions,https://fbref.com/en/players/82c215a0/dom_lg/Marcus-Forss-Domestic-League-Stats,https://fbref.com/en/players/82c215a0/dom_cup/Marcus-Forss-Domestic-Cup-Stats,https://fbref.com/en/players/82c215a0/nat_tm/Marcus-Forss-National-Team-Stats,,,,
Fraser Forster,ENG,GK,Southampton,34-055,1988,19,19,1710,19.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c3e39f12/,https://fbref.com/en/players/c3e39f12/scout/365_euro/Fraser-Forster-Scouting-Report,https://fbref.com/en/players/c3e39f12/scout/11160/Fraser-Forster-Scouting-Report,https://fbref.com/en/players/c3e39f12/scout/10728/Fraser-Forster-Scouting-Report,https://fbref.com/en/players/c3e39f12/scout/1631/Fraser-Forster-Scouting-Report,,,,
Ben Foster,ENG,GK,Watford,39-038,1983,24,24,2160,24.0,0,1,0,0,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,https://fbref.com/en/players/d0b3ceb9/,https://fbref.com/en/players/d0b3ceb9/scout/365_euro/Ben-Foster-Scouting-Report,https://fbref.com/en/players/d0b3ceb9/scout/11160/Ben-Foster-Scouting-Report,https://fbref.com/en/players/d0b3ceb9/scout/3232/Ben-Foster-Scouting-Report,https://fbref.com/en/players/d0b3ceb9/scout/1889/Ben-Foster-Scouting-Report,https://fbref.com/en/players/d0b3ceb9/scout/1631/Ben-Foster-Scouting-Report,,,
Tariqe Fosu,GHA,DF,Brentford,26-187,1995,1,0,17,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,https://fbref.com/en/players/3dcef539/,https://fbref.com/en/players/3dcef539/all_comps/Tariqe-Fosu-Stats---All-Competitions,https://fbref.com/en/players/3dcef539/dom_lg/Tariqe-Fosu-Domestic-League-Stats,https://fbref.com/en/players/3dcef539/dom_cup/Tariqe-Fosu-Domestic-Cup-Stats,https://fbref.com/en/players/3dcef539/nat_tm/Tariqe-Fosu-National-Team-Stats,,,,
Ryan Fraser,SCO,FWMF,Newcastle Utd,28-076,1994,26,18,1451,16.1,2,3,2,0,0,3,0,0.12,0.19,0.31,0.12,0.31,2.4,2.4,1.9,4.3,0.15,0.12,0.27,0.15,0.27,https://fbref.com/en/players/d56543a0/,https://fbref.com/en/players/d56543a0/scout/365_euro/Ryan-Fraser-Scouting-Report,https://fbref.com/en/players/d56543a0/scout/11160/Ryan-Fraser-Scouting-Report,https://fbref.com/en/players/d56543a0/scout/10728/Ryan-Fraser-Scouting-Report,https://fbref.com/en/players/d56543a0/scout/3232/Ryan-Fraser-Scouting-Report,https://fbref.com/en/players/d56543a0/scout/1889/Ryan-Fraser-Scouting-Report,https://fbref.com/en/players/d56543a0/scout/1631/Ryan-Fraser-Scouting-Report,,
Fred,BRA,MF,Manchester Utd,29-067,1993,27,23,1954,21.7,4,4,4,0,0,5,0,0.18,0.18,0.37,0.18,0.37,1.5,1.5,1.9,3.3,0.07,0.09,0.15,0.07,0.15,https://fbref.com/en/players/b853e0ad/,https://fbref.com/en/players/b853e0ad/scout/365_euro/Fred-Scouting-Report,https://fbref.com/en/players/b853e0ad/scout/11160/Fred-Scouting-Report,https://fbref.com/en/players/b853e0ad/scout/10728/Fred-Scouting-Report,https://fbref.com/en/players/b853e0ad/scout/3232/Fred-Scouting-Report,https://fbref.com/en/players/b853e0ad/scout/1889/Fred-Scouting-Report,,,
