Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7,Scouting Report 8,Scouting Report 9
Fabio Depaoli,ITA,DF,Hellas Verona,24,1997,18,7,703,7.8,1,1,1,0,0,3,0,0.13,0.13,0.26,0.13,0.26,0.6,0.6,0.3,0.9,0.07,0.04,0.12,0.07,0.12,https://fbref.com/en/players/d97f2e8d/,https://fbref.com/en/players/d97f2e8d/scout/365_euro/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/11222/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/10730/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/3260/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/1896/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/1640/Fabio-Depaoli-Scouting-Report,,,
Fabio Depaoli,ITA,MFDF,Sampdoria,24,1997,6,1,112,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/d97f2e8d/,https://fbref.com/en/players/d97f2e8d/scout/365_euro/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/11222/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/10730/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/3260/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/1896/Fabio-Depaoli-Scouting-Report,https://fbref.com/en/players/d97f2e8d/scout/1640/Fabio-Depaoli-Scouting-Report,,,
Mattia Destro,ITA,FW,Genoa,30,1991,27,21,1744,19.4,9,1,9,0,0,4,0,0.46,0.05,0.52,0.46,0.52,7.7,7.7,1.0,8.7,0.4,0.05,0.45,0.4,0.45,https://fbref.com/en/players/d7d32194/,https://fbref.com/en/players/d7d32194/scout/365_euro/Mattia-Destro-Scouting-Report,https://fbref.com/en/players/d7d32194/scout/11222/Mattia-Destro-Scouting-Report,https://fbref.com/en/players/d7d32194/scout/10730/Mattia-Destro-Scouting-Report,https://fbref.com/en/players/d7d32194/scout/1896/Mattia-Destro-Scouting-Report,https://fbref.com/en/players/d7d32194/scout/1640/Mattia-Destro-Scouting-Report,,,,
Gerard Deulofeu,ESP,FWMF,Udinese,27,1994,34,31,2616,29.1,13,5,12,1,1,9,0,0.45,0.17,0.62,0.41,0.58,8.5,7.8,7.0,14.8,0.29,0.24,0.54,0.27,0.51,https://fbref.com/en/players/39583cfd/,https://fbref.com/en/players/39583cfd/scout/365_euro/Gerard-Deulofeu-Scouting-Report,https://fbref.com/en/players/39583cfd/scout/11222/Gerard-Deulofeu-Scouting-Report,https://fbref.com/en/players/39583cfd/scout/10730/Gerard-Deulofeu-Scouting-Report,https://fbref.com/en/players/39583cfd/scout/3232/Gerard-Deulofeu-Scouting-Report,https://fbref.com/en/players/39583cfd/scout/1889/Gerard-Deulofeu-Scouting-Report,https://fbref.com/en/players/39583cfd/scout/1652/Gerard-Deulofeu-Scouting-Report,,,
Jacopo Dezi,ITA,MF,Venezia,29,1992,1,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.21,0.15,0.35,0.21,0.35,https://fbref.com/en/players/e921b9db/,https://fbref.com/en/players/e921b9db/all_comps/Jacopo-Dezi-Stats---All-Competitions,https://fbref.com/en/players/e921b9db/dom_lg/Jacopo-Dezi-Domestic-League-Stats,https://fbref.com/en/players/e921b9db/dom_cup/Jacopo-Dezi-Domestic-Cup-Stats,,,,,,
Samuel Di Carmine,ITA,FW,Hellas Verona,32,1988,1,0,36,0.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/ef94dc2f/,https://fbref.com/en/players/ef94dc2f/scout/10730/Samuel-Di-Carmine-Scouting-Report,https://fbref.com/en/players/ef94dc2f/scout/3260/Samuel-Di-Carmine-Scouting-Report,,,,,,,
Federico Di Francesco,ITA,FWMF,Empoli,27,1994,26,17,1367,15.2,5,0,5,0,0,2,0,0.33,0.0,0.33,0.33,0.33,2.4,2.4,1.0,3.4,0.16,0.06,0.22,0.16,0.22,https://fbref.com/en/players/1fca9171/,https://fbref.com/en/players/1fca9171/scout/365_euro/Federico-Di-Francesco-Scouting-Report,https://fbref.com/en/players/1fca9171/scout/11222/Federico-Di-Francesco-Scouting-Report,https://fbref.com/en/players/1fca9171/scout/3260/Federico-Di-Francesco-Scouting-Report,https://fbref.com/en/players/1fca9171/scout/1896/Federico-Di-Francesco-Scouting-Report,https://fbref.com/en/players/1fca9171/scout/1640/Federico-Di-Francesco-Scouting-Report,,,,
Giovanni Di Lorenzo,ITA,DF,Napoli,27,1993,33,33,2869,31.9,1,4,1,0,0,3,0,0.03,0.13,0.16,0.03,0.16,1.2,1.2,2.7,3.9,0.04,0.09,0.12,0.04,0.12,https://fbref.com/en/players/230a2fac/,https://fbref.com/en/players/230a2fac/scout/365_euro/Giovanni-Di-Lorenzo-Scouting-Report,https://fbref.com/en/players/230a2fac/scout/11222/Giovanni-Di-Lorenzo-Scouting-Report,https://fbref.com/en/players/230a2fac/scout/10730/Giovanni-Di-Lorenzo-Scouting-Report,https://fbref.com/en/players/230a2fac/scout/3260/Giovanni-Di-Lorenzo-Scouting-Report,https://fbref.com/en/players/230a2fac/scout/1896/Giovanni-Di-Lorenzo-Scouting-Report,,,,
Francesco Di Mariano,ITA,FW,Venezia,25,1996,1,1,62,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.08,0.0,0.08,https://fbref.com/en/players/35a2557c/,https://fbref.com/en/players/35a2557c/all_comps/Francesco-Di-Mariano-Stats---All-Competitions,https://fbref.com/en/players/35a2557c/dom_lg/Francesco-Di-Mariano-Domestic-League-Stats,https://fbref.com/en/players/35a2557c/dom_cup/Francesco-Di-Mariano-Domestic-Cup-Stats,,,,,,
Francesco Di Tacchio,ITA,MF,Salernitana,31,1990,18,14,1255,13.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,https://fbref.com/en/players/b5c3ff9f/,https://fbref.com/en/players/b5c3ff9f/scout/365_euro/Francesco-Di-Tacchio-Scouting-Report,https://fbref.com/en/players/b5c3ff9f/scout/11222/Francesco-Di-Tacchio-Scouting-Report,,,,,,,
Amadou Diawara,GUI,MF,Roma,24,1997,4,2,170,1.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.03,0.01,0.03,https://fbref.com/en/players/bf309d24/,https://fbref.com/en/players/bf309d24/scout/10730/Amadou-Diawara-Scouting-Report,https://fbref.com/en/players/bf309d24/scout/3260/Amadou-Diawara-Scouting-Report,https://fbref.com/en/players/bf309d24/scout/1896/Amadou-Diawara-Scouting-Report,https://fbref.com/en/players/bf309d24/scout/1640/Amadou-Diawara-Scouting-Report,,,,,
Brahim Díaz,ESP,MF,Milan,21,1999,31,25,1855,20.6,3,3,3,0,0,4,0,0.15,0.15,0.29,0.15,0.29,4.7,4.7,2.5,7.2,0.23,0.12,0.35,0.23,0.35,https://fbref.com/en/players/407feb71/,https://fbref.com/en/players/407feb71/scout/365_euro/Brahim-Diaz-Scouting-Report,https://fbref.com/en/players/407feb71/scout/11222/Brahim-Diaz-Scouting-Report,https://fbref.com/en/players/407feb71/scout/10730/Brahim-Diaz-Scouting-Report,,,,,,
Mitchell Dijks,NED,DF,Bologna,28,1993,16,7,694,7.7,0,2,0,0,0,2,0,0.0,0.26,0.26,0.0,0.26,0.6,0.6,0.4,1.0,0.08,0.05,0.13,0.08,0.13,https://fbref.com/en/players/0a3065c8/,https://fbref.com/en/players/0a3065c8/scout/365_euro/Mitchell-Dijks-Scouting-Report,https://fbref.com/en/players/0a3065c8/scout/11222/Mitchell-Dijks-Scouting-Report,https://fbref.com/en/players/0a3065c8/scout/10730/Mitchell-Dijks-Scouting-Report,https://fbref.com/en/players/0a3065c8/scout/3260/Mitchell-Dijks-Scouting-Report,https://fbref.com/en/players/0a3065c8/scout/1896/Mitchell-Dijks-Scouting-Report,,,,
Federico Dimarco,ITA,DF,Inter,23,1997,32,13,1430,15.9,2,3,2,0,1,1,0,0.13,0.19,0.31,0.13,0.31,3.5,2.7,5.2,7.9,0.22,0.33,0.54,0.17,0.5,https://fbref.com/en/players/970b8574/,https://fbref.com/en/players/970b8574/scout/365_euro/Federico-Dimarco-Scouting-Report,https://fbref.com/en/players/970b8574/scout/11222/Federico-Dimarco-Scouting-Report,https://fbref.com/en/players/970b8574/scout/10730/Federico-Dimarco-Scouting-Report,https://fbref.com/en/players/970b8574/scout/3260/Federico-Dimarco-Scouting-Report,https://fbref.com/en/players/970b8574/scout/1896/Federico-Dimarco-Scouting-Report,,,,
Filippo Distefano,ITA,FW,Fiorentina,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/2110f96c/,https://fbref.com/en/players/2110f96c/matchlogs/2021-2022/passing/Filippo-Distefano-Match-Logs,,,,,,,,
Koffi Djidji,CIV,DF,Torino,28,1992,25,21,1735,19.3,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.03,0.0,0.03,0.03,0.03,https://fbref.com/en/players/933d3b51/,https://fbref.com/en/players/933d3b51/scout/365_euro/Koffi-Djidji-Scouting-Report,https://fbref.com/en/players/933d3b51/scout/11222/Koffi-Djidji-Scouting-Report,https://fbref.com/en/players/933d3b51/scout/10730/Koffi-Djidji-Scouting-Report,https://fbref.com/en/players/933d3b51/scout/3260/Koffi-Djidji-Scouting-Report,https://fbref.com/en/players/933d3b51/scout/1896/Koffi-Djidji-Scouting-Report,https://fbref.com/en/players/933d3b51/scout/1632/Koffi-Djidji-Scouting-Report,,,
Berat Djimsiti,ALB,DF,Atalanta,28,1993,31,25,2256,25.1,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,1.8,1.8,1.0,2.9,0.07,0.04,0.11,0.07,0.11,https://fbref.com/en/players/6eee05f1/,https://fbref.com/en/players/6eee05f1/scout/365_euro/Berat-Djimsiti-Scouting-Report,https://fbref.com/en/players/6eee05f1/scout/11222/Berat-Djimsiti-Scouting-Report,https://fbref.com/en/players/6eee05f1/scout/10730/Berat-Djimsiti-Scouting-Report,https://fbref.com/en/players/6eee05f1/scout/3260/Berat-Djimsiti-Scouting-Report,https://fbref.com/en/players/6eee05f1/scout/1896/Berat-Djimsiti-Scouting-Report,https://fbref.com/en/players/6eee05f1/scout/1640/Berat-Djimsiti-Scouting-Report,,,
Nicolás Domínguez,ARG,MF,Bologna,23,1998,28,23,2015,22.4,0,3,0,0,0,8,0,0.0,0.13,0.13,0.0,0.13,1.6,1.6,2.2,3.8,0.07,0.1,0.17,0.07,0.17,https://fbref.com/en/players/20b3a502/,https://fbref.com/en/players/20b3a502/scout/365_euro/Nicolas-Dominguez-Scouting-Report,https://fbref.com/en/players/20b3a502/scout/11222/Nicolas-Dominguez-Scouting-Report,https://fbref.com/en/players/20b3a502/scout/10730/Nicolas-Dominguez-Scouting-Report,https://fbref.com/en/players/20b3a502/scout/3260/Nicolas-Dominguez-Scouting-Report,,,,,
Bartłomiej Drągowski,POL,GK,Fiorentina,23,1997,7,7,556,6.2,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/085e71a7/,https://fbref.com/en/players/085e71a7/scout/365_euro/Bartlomiej-Dragowski-Scouting-Report,https://fbref.com/en/players/085e71a7/scout/11222/Bartlomiej-Dragowski-Scouting-Report,https://fbref.com/en/players/085e71a7/scout/10730/Bartlomiej-Dragowski-Scouting-Report,https://fbref.com/en/players/085e71a7/scout/3260/Bartlomiej-Dragowski-Scouting-Report,https://fbref.com/en/players/085e71a7/scout/1896/Bartlomiej-Dragowski-Scouting-Report,,,,
Radu Drăgușin,ROU,DF,Sampdoria,19,2002,13,4,620,6.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.03,0.02,0.04,0.03,0.04,https://fbref.com/en/players/620922ed/,https://fbref.com/en/players/620922ed/scout/365_euro/Radu-Dragusin-Scouting-Report,https://fbref.com/en/players/620922ed/scout/11222/Radu-Dragusin-Scouting-Report,,,,,,,
Radu Drăgușin,ROU,DF,Salernitana,19,2002,7,5,488,5.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/620922ed/,https://fbref.com/en/players/620922ed/scout/365_euro/Radu-Dragusin-Scouting-Report,https://fbref.com/en/players/620922ed/scout/11222/Radu-Dragusin-Scouting-Report,,,,,,,
Denzel Dumfries,NED,DF,Inter,25,1996,33,21,2028,22.5,5,4,5,0,0,3,0,0.22,0.18,0.4,0.22,0.4,5.8,5.8,3.9,9.6,0.26,0.17,0.43,0.26,0.43,https://fbref.com/en/players/481c9ece/,https://fbref.com/en/players/481c9ece/scout/365_euro/Denzel-Dumfries-Scouting-Report,https://fbref.com/en/players/481c9ece/scout/11222/Denzel-Dumfries-Scouting-Report,,,,,,,
Alfred Duncan,GHA,MF,Fiorentina,28,1993,33,21,1931,21.5,2,2,2,0,0,3,0,0.09,0.09,0.19,0.09,0.19,1.3,1.3,1.8,3.1,0.06,0.08,0.14,0.06,0.14,https://fbref.com/en/players/528492ea/,https://fbref.com/en/players/528492ea/scout/365_euro/Alfred-Duncan-Scouting-Report,https://fbref.com/en/players/528492ea/scout/11222/Alfred-Duncan-Scouting-Report,https://fbref.com/en/players/528492ea/scout/10730/Alfred-Duncan-Scouting-Report,https://fbref.com/en/players/528492ea/scout/3260/Alfred-Duncan-Scouting-Report,https://fbref.com/en/players/528492ea/scout/1896/Alfred-Duncan-Scouting-Report,https://fbref.com/en/players/528492ea/scout/1640/Alfred-Duncan-Scouting-Report,,,
Paulo Dybala,ARG,FWMF,Juventus,27,1993,29,26,2061,22.9,10,5,9,1,2,3,0,0.44,0.22,0.66,0.39,0.61,8.1,6.6,3.7,10.3,0.35,0.16,0.52,0.29,0.45,https://fbref.com/en/players/e0921a4f/,https://fbref.com/en/players/e0921a4f/scout/365_euro/Paulo-Dybala-Scouting-Report,https://fbref.com/en/players/e0921a4f/scout/11222/Paulo-Dybala-Scouting-Report,https://fbref.com/en/players/e0921a4f/scout/10730/Paulo-Dybala-Scouting-Report,https://fbref.com/en/players/e0921a4f/scout/3260/Paulo-Dybala-Scouting-Report,https://fbref.com/en/players/e0921a4f/scout/1896/Paulo-Dybala-Scouting-Report,https://fbref.com/en/players/e0921a4f/scout/1640/Paulo-Dybala-Scouting-Report,,,
Edin Džeko,BIH,FW,Inter,35,1986,36,27,2469,27.4,13,6,13,0,0,2,0,0.47,0.22,0.69,0.47,0.69,13.2,13.2,4.5,17.7,0.48,0.17,0.65,0.48,0.65,https://fbref.com/en/players/3bb7f478/,https://fbref.com/en/players/3bb7f478/scout/365_euro/Edin-Dzeko-Scouting-Report,https://fbref.com/en/players/3bb7f478/scout/11222/Edin-Dzeko-Scouting-Report,https://fbref.com/en/players/3bb7f478/scout/10730/Edin-Dzeko-Scouting-Report,https://fbref.com/en/players/3bb7f478/scout/3260/Edin-Dzeko-Scouting-Report,https://fbref.com/en/players/3bb7f478/scout/1896/Edin-Dzeko-Scouting-Report,https://fbref.com/en/players/3bb7f478/scout/1640/Edin-Dzeko-Scouting-Report,,,
Tyronne Ebuehi,NGA,DF,Venezia,25,1995,19,12,1138,12.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/6af30900/,https://fbref.com/en/players/6af30900/scout/365_euro/Tyronne-Ebuehi-Scouting-Report,https://fbref.com/en/players/6af30900/scout/11222/Tyronne-Ebuehi-Scouting-Report,,,,,,,
Éderson,BRA,MF,Salernitana,22,1999,15,13,1147,12.7,2,1,2,0,0,5,0,0.16,0.08,0.24,0.16,0.24,1.7,1.7,0.9,2.6,0.13,0.07,0.21,0.13,0.21,https://fbref.com/en/players/a9202def/,https://fbref.com/en/players/a9202def/matchlogs/2018/summary/Ederson-Match-Logs,https://fbref.com/en/players/a9202def/matchlogs/2019/summary/Ederson-Match-Logs,https://fbref.com/en/players/a9202def/matchlogs/2020/summary/Ederson-Match-Logs,https://fbref.com/en/players/a9202def/matchlogs/2021/summary/Ederson-Match-Logs,https://fbref.com/en/players/a9202def/matchlogs/2021-2022/summary/Ederson-Match-Logs,,,,
Albin Ekdal,SWE,MF,Sampdoria,32,1989,26,19,1637,18.2,1,0,1,0,0,11,1,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.4,1.1,0.04,0.02,0.06,0.04,0.06,https://fbref.com/en/players/f503ea63/,https://fbref.com/en/players/f503ea63/scout/365_euro/Albin-Ekdal-Scouting-Report,https://fbref.com/en/players/f503ea63/scout/11222/Albin-Ekdal-Scouting-Report,https://fbref.com/en/players/f503ea63/scout/10730/Albin-Ekdal-Scouting-Report,https://fbref.com/en/players/f503ea63/scout/3260/Albin-Ekdal-Scouting-Report,https://fbref.com/en/players/f503ea63/scout/1896/Albin-Ekdal-Scouting-Report,https://fbref.com/en/players/f503ea63/scout/1634/Albin-Ekdal-Scouting-Report,,,
Caleb Ekuban,GHA,FWMF,Genoa,27,1994,30,18,1716,19.1,1,2,1,0,0,2,0,0.05,0.1,0.16,0.05,0.16,3.8,3.8,2.4,6.2,0.2,0.13,0.32,0.2,0.32,https://fbref.com/en/players/7afbd2c3/,https://fbref.com/en/players/7afbd2c3/scout/365_euro/Caleb-Ekuban-Scouting-Report,https://fbref.com/en/players/7afbd2c3/scout/11222/Caleb-Ekuban-Scouting-Report,,,,,,,
Elif Elmas,MKD,FWMF,Napoli,21,1999,37,12,1620,18.0,3,4,3,0,0,3,0,0.17,0.22,0.39,0.17,0.39,2.4,2.4,2.0,4.5,0.14,0.11,0.25,0.14,0.25,https://fbref.com/en/players/cf007308/,https://fbref.com/en/players/cf007308/scout/365_euro/Elif-Elmas-Scouting-Report,https://fbref.com/en/players/cf007308/scout/11222/Elif-Elmas-Scouting-Report,https://fbref.com/en/players/cf007308/scout/10730/Elif-Elmas-Scouting-Report,https://fbref.com/en/players/cf007308/scout/3260/Elif-Elmas-Scouting-Report,,,,,
Martin Erlic,CRO,DF,Spezia,23,1998,30,30,2576,28.6,2,0,2,0,0,5,0,0.07,0.0,0.07,0.07,0.07,2.1,2.1,0.4,2.5,0.07,0.01,0.09,0.07,0.09,https://fbref.com/en/players/0fee6bda/,https://fbref.com/en/players/0fee6bda/scout/365_euro/Martin-Erlic-Scouting-Report,https://fbref.com/en/players/0fee6bda/scout/11222/Martin-Erlic-Scouting-Report,https://fbref.com/en/players/0fee6bda/scout/10730/Martin-Erlic-Scouting-Report,,,,,,
Gonzalo Escalante,ARG,MF,Lazio,28,1993,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/3f79a1c8/,https://fbref.com/en/players/3f79a1c8/scout/365_euro/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/11174/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/10730/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/3239/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/1886/Gonzalo-Escalante-Scouting-Report,https://fbref.com/en/players/3f79a1c8/scout/1652/Gonzalo-Escalante-Scouting-Report,,,
Diego Falcinelli,ITA,FWMF,Bologna,30,1991,6,0,66,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.52,0.0,0.52,0.52,0.52,https://fbref.com/en/players/a39b9ef6/,https://fbref.com/en/players/a39b9ef6/scout/1896/Diego-Falcinelli-Scouting-Report,https://fbref.com/en/players/a39b9ef6/scout/1640/Diego-Falcinelli-Scouting-Report,,,,,,,
Wladimiro Falcone,ITA,GK,Sampdoria,26,1995,10,9,855,9.5,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/9f5a610b/,https://fbref.com/en/players/9f5a610b/scout/365_euro/Wladimiro-Falcone-Scouting-Report,https://fbref.com/en/players/9f5a610b/scout/11222/Wladimiro-Falcone-Scouting-Report,,,,,,,
Paolo Faragò,ITA,MF,Cagliari,28,1993,1,0,16,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.04,0.0,3.04,3.04,3.04,https://fbref.com/en/players/9085dd7c/,https://fbref.com/en/players/9085dd7c/scout/3260/Paolo-Farago-Scouting-Report,https://fbref.com/en/players/9085dd7c/scout/1896/Paolo-Farago-Scouting-Report,https://fbref.com/en/players/9085dd7c/scout/1640/Paolo-Farago-Scouting-Report,,,,,,
Davide Faraoni,ITA,DF,Hellas Verona,29,1991,32,30,2572,28.6,4,5,4,0,0,8,1,0.14,0.17,0.31,0.14,0.31,2.7,2.7,2.9,5.6,0.1,0.1,0.2,0.1,0.2,https://fbref.com/en/players/aae9d04a/,https://fbref.com/en/players/aae9d04a/scout/365_euro/Davide-Faraoni-Scouting-Report,https://fbref.com/en/players/aae9d04a/scout/11222/Davide-Faraoni-Scouting-Report,https://fbref.com/en/players/aae9d04a/scout/10730/Davide-Faraoni-Scouting-Report,https://fbref.com/en/players/aae9d04a/scout/3260/Davide-Faraoni-Scouting-Report,https://fbref.com/en/players/aae9d04a/scout/1640/Davide-Faraoni-Scouting-Report,,,,
Mohamed Fares,ALG,DFFW,Genoa,25,1996,9,6,587,6.5,2,1,2,0,0,2,0,0.31,0.15,0.46,0.31,0.46,1.1,1.1,0.5,1.6,0.17,0.07,0.24,0.17,0.24,https://fbref.com/en/players/b7a5bc86/,https://fbref.com/en/players/b7a5bc86/scout/365_euro/Mohamed-Fares-Scouting-Report,https://fbref.com/en/players/b7a5bc86/scout/11222/Mohamed-Fares-Scouting-Report,https://fbref.com/en/players/b7a5bc86/scout/10730/Mohamed-Fares-Scouting-Report,https://fbref.com/en/players/b7a5bc86/scout/1896/Mohamed-Fares-Scouting-Report,https://fbref.com/en/players/b7a5bc86/scout/1640/Mohamed-Fares-Scouting-Report,,,,
Diego Farias,BRA,MFFW,Cagliari,31,1990,4,0,66,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,https://fbref.com/en/players/157d29b6/,https://fbref.com/en/players/157d29b6/scout/10730/Diego-Farias-Scouting-Report,https://fbref.com/en/players/157d29b6/scout/3260/Diego-Farias-Scouting-Report,https://fbref.com/en/players/157d29b6/scout/1896/Diego-Farias-Scouting-Report,https://fbref.com/en/players/157d29b6/scout/1640/Diego-Farias-Scouting-Report,,,,,
Andrea Favilli,ITA,FW,Genoa,24,1997,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/44510fde/,https://fbref.com/en/players/44510fde/scout/3260/Andrea-Favilli-Scouting-Report,,,,,,,,
Federico Fazio,ARG,DF,Salernitana,34,1987,16,16,1434,15.9,1,0,1,0,0,3,1,0.06,0.0,0.06,0.06,0.06,1.2,1.2,0.2,1.4,0.07,0.01,0.09,0.07,0.09,https://fbref.com/en/players/4e358a2d/,https://fbref.com/en/players/4e358a2d/scout/365_euro/Federico-Fazio-Scouting-Report,https://fbref.com/en/players/4e358a2d/scout/11222/Federico-Fazio-Scouting-Report,https://fbref.com/en/players/4e358a2d/scout/3260/Federico-Fazio-Scouting-Report,https://fbref.com/en/players/4e358a2d/scout/1896/Federico-Fazio-Scouting-Report,https://fbref.com/en/players/4e358a2d/scout/1640/Federico-Fazio-Scouting-Report,,,,
Luiz Felipe,ITA,DF,Lazio,24,1997,31,28,2491,27.7,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.01,0.0,0.01,0.01,0.01,https://fbref.com/en/players/15d0c248/,https://fbref.com/en/players/15d0c248/scout/365_euro/Luiz-Felipe-Scouting-Report,https://fbref.com/en/players/15d0c248/scout/11222/Luiz-Felipe-Scouting-Report,https://fbref.com/en/players/15d0c248/scout/10730/Luiz-Felipe-Scouting-Report,https://fbref.com/en/players/15d0c248/scout/3260/Luiz-Felipe-Scouting-Report,https://fbref.com/en/players/15d0c248/scout/1896/Luiz-Felipe-Scouting-Report,https://fbref.com/en/players/15d0c248/scout/1640/Luiz-Felipe-Scouting-Report,,,
Alex Ferrari,ITA,DF,Sampdoria,27,1994,23,20,1643,18.3,1,0,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.5,0.5,0.0,0.5,0.02,0.0,0.03,0.02,0.03,https://fbref.com/en/players/d0dbca9f/,https://fbref.com/en/players/d0dbca9f/scout/365_euro/Alex-Ferrari-Scouting-Report,https://fbref.com/en/players/d0dbca9f/scout/11222/Alex-Ferrari-Scouting-Report,https://fbref.com/en/players/d0dbca9f/scout/10730/Alex-Ferrari-Scouting-Report,https://fbref.com/en/players/d0dbca9f/scout/3260/Alex-Ferrari-Scouting-Report,https://fbref.com/en/players/d0dbca9f/scout/1896/Alex-Ferrari-Scouting-Report,https://fbref.com/en/players/d0dbca9f/scout/1640/Alex-Ferrari-Scouting-Report,,,
Salvador Ferrer,ESP,DFMF,Spezia,23,1998,27,14,1495,16.6,0,3,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,0.2,0.2,1.8,2.1,0.01,0.11,0.12,0.01,0.12,https://fbref.com/en/players/eb76987d/,https://fbref.com/en/players/eb76987d/scout/365_euro/Salvador-Ferrer-Scouting-Report,https://fbref.com/en/players/eb76987d/scout/11222/Salvador-Ferrer-Scouting-Report,https://fbref.com/en/players/eb76987d/scout/10730/Salvador-Ferrer-Scouting-Report,,,,,,
Riccardo Fiamozzi,ITA,DF,Empoli,28,1993,10,7,620,6.9,0,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,0.0,0.0,0.5,0.5,0.0,0.08,0.08,0.0,0.08,https://fbref.com/en/players/9f9b9269/,https://fbref.com/en/players/9f9b9269/scout/365_euro/Riccardo-Fiamozzi-Scouting-Report,https://fbref.com/en/players/9f9b9269/scout/11222/Riccardo-Fiamozzi-Scouting-Report,,,,,,,
