Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Reference,Scouting Report 1,Scouting Report 2,Scouting Report 3,Scouting Report 4,Scouting Report 5,Scouting Report 6,Scouting Report 7
Sebastian Rode,GER,MF,Eint Frankfurt,30,1990,17,10,759,8.4,1,0,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,0.8,0.8,0.8,1.6,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/e12b0b5b/,https://fbref.com/en/players/e12b0b5b/scout/365_euro/Sebastian-Rode-Scouting-Report,https://fbref.com/en/players/e12b0b5b/scout/11193/Sebastian-Rode-Scouting-Report,https://fbref.com/en/players/e12b0b5b/scout/10737/Sebastian-Rode-Scouting-Report,https://fbref.com/en/players/e12b0b5b/scout/3248/Sebastian-Rode-Scouting-Report,https://fbref.com/en/players/e12b0b5b/scout/2109/Sebastian-Rode-Scouting-Report,,
Romario Rösch,GER,MF,Mainz 05,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/87ebfdb8/,https://fbref.com/en/players/87ebfdb8/matchlogs/2021-2022/passing/Romario-Rosch-Match-Logs,,,,,,
Tom Rothe,GER,DF,Dortmund,16,2004,2,1,94,1.0,1,0,1,0,0,1,0,0.96,0.0,0.96,0.96,0.96,0.2,0.2,0.1,0.2,0.16,0.07,0.23,0.16,0.23,https://fbref.com/en/players/90c1f9a4/,https://fbref.com/en/players/90c1f9a4/matchlogs/2021-2022/passing/Tom-Rothe-Match-Logs,,,,,,
Jérôme Roussillon,FRA,DF,Wolfsburg,28,1993,26,18,1775,19.7,1,0,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,1.0,1.0,1.3,2.4,0.05,0.07,0.12,0.05,0.12,https://fbref.com/en/players/13203c45/,https://fbref.com/en/players/13203c45/scout/365_euro/Jerome-Roussillon-Scouting-Report,https://fbref.com/en/players/13203c45/scout/11193/Jerome-Roussillon-Scouting-Report,https://fbref.com/en/players/13203c45/scout/10737/Jerome-Roussillon-Scouting-Report,https://fbref.com/en/players/13203c45/scout/3248/Jerome-Roussillon-Scouting-Report,https://fbref.com/en/players/13203c45/scout/2109/Jerome-Roussillon-Scouting-Report,https://fbref.com/en/players/13203c45/scout/1632/Jerome-Roussillon-Scouting-Report,
Sebastian Rudy,GER,MF,Hoffenheim,31,1990,21,7,773,8.6,3,1,3,0,0,5,0,0.35,0.12,0.47,0.35,0.47,2.0,2.0,0.5,2.4,0.23,0.05,0.28,0.23,0.28,https://fbref.com/en/players/80f36c88/,https://fbref.com/en/players/80f36c88/scout/365_euro/Sebastian-Rudy-Scouting-Report,https://fbref.com/en/players/80f36c88/scout/11193/Sebastian-Rudy-Scouting-Report,https://fbref.com/en/players/80f36c88/scout/10737/Sebastian-Rudy-Scouting-Report,https://fbref.com/en/players/80f36c88/scout/3248/Sebastian-Rudy-Scouting-Report,https://fbref.com/en/players/80f36c88/scout/2109/Sebastian-Rudy-Scouting-Report,https://fbref.com/en/players/80f36c88/scout/1634/Sebastian-Rudy-Scouting-Report,
Georginio Rutter,FRA,FWMF,Hoffenheim,19,2002,33,13,1611,17.9,8,2,8,0,0,2,0,0.45,0.11,0.56,0.45,0.56,6.6,6.6,3.0,9.6,0.37,0.17,0.54,0.37,0.54,https://fbref.com/en/players/c64c01fc/,https://fbref.com/en/players/c64c01fc/scout/365_euro/Georginio-Rutter-Scouting-Report,https://fbref.com/en/players/c64c01fc/scout/11193/Georginio-Rutter-Scouting-Report,,,,,
Julian Ryerson,NOR,DF,Union Berlin,23,1997,28,13,1429,15.9,2,0,2,0,0,3,0,0.13,0.0,0.13,0.13,0.13,1.6,1.6,1.9,3.5,0.1,0.12,0.22,0.1,0.22,https://fbref.com/en/players/009a4f60/,https://fbref.com/en/players/009a4f60/scout/365_euro/Julian-Ryerson-Scouting-Report,https://fbref.com/en/players/009a4f60/scout/11193/Julian-Ryerson-Scouting-Report,https://fbref.com/en/players/009a4f60/scout/10737/Julian-Ryerson-Scouting-Report,,,,
Frederik Rønnow,DEN,GK,Union Berlin,28,1992,7,7,630,7.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/a70b8345/,https://fbref.com/en/players/a70b8345/scout/365_euro/Frederik-Ronnow-Scouting-Report,https://fbref.com/en/players/a70b8345/scout/11193/Frederik-Ronnow-Scouting-Report,https://fbref.com/en/players/a70b8345/scout/10737/Frederik-Ronnow-Scouting-Report,https://fbref.com/en/players/a70b8345/scout/3248/Frederik-Ronnow-Scouting-Report,,,
Marcel Sabitzer,AUT,MFDF,Bayern Munich,27,1994,25,8,905,10.1,1,1,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,1.7,1.7,1.7,3.4,0.17,0.17,0.34,0.17,0.34,https://fbref.com/en/players/e280527c/,https://fbref.com/en/players/e280527c/scout/365_euro/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/11193/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/10737/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/3248/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/2109/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/1634/Marcel-Sabitzer-Scouting-Report,
Marcel Sabitzer,AUT,MFFW,RB Leipzig,27,1994,2,0,49,0.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,https://fbref.com/en/players/e280527c/,https://fbref.com/en/players/e280527c/scout/365_euro/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/11193/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/10737/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/3248/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/2109/Marcel-Sabitzer-Scouting-Report,https://fbref.com/en/players/e280527c/scout/1634/Marcel-Sabitzer-Scouting-Report,
Roland Sallai,HUN,MFFW,Freiburg,24,1997,31,18,1551,17.2,4,4,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,5.6,5.6,3.9,9.4,0.32,0.22,0.55,0.32,0.55,https://fbref.com/en/players/bf075f6b/,https://fbref.com/en/players/bf075f6b/scout/365_euro/Roland-Sallai-Scouting-Report,https://fbref.com/en/players/bf075f6b/scout/11193/Roland-Sallai-Scouting-Report,https://fbref.com/en/players/bf075f6b/scout/10737/Roland-Sallai-Scouting-Report,https://fbref.com/en/players/bf075f6b/scout/3248/Roland-Sallai-Scouting-Report,https://fbref.com/en/players/bf075f6b/scout/2109/Roland-Sallai-Scouting-Report,,
Diadie Samassékou,MLI,MF,Hoffenheim,25,1996,24,21,1655,18.4,2,0,2,0,0,7,0,0.11,0.0,0.11,0.11,0.11,1.2,1.2,0.6,1.8,0.06,0.03,0.1,0.06,0.1,https://fbref.com/en/players/08593525/,https://fbref.com/en/players/08593525/scout/365_euro/Diadie-Samassekou-Scouting-Report,https://fbref.com/en/players/08593525/scout/11193/Diadie-Samassekou-Scouting-Report,https://fbref.com/en/players/08593525/scout/10737/Diadie-Samassekou-Scouting-Report,https://fbref.com/en/players/08593525/scout/3248/Diadie-Samassekou-Scouting-Report,,,
Leroy Sané,GER,FWMF,Bayern Munich,25,1996,32,22,1976,22.0,7,7,7,0,0,3,0,0.32,0.32,0.64,0.32,0.64,9.8,9.8,6.0,15.8,0.45,0.27,0.72,0.45,0.72,https://fbref.com/en/players/2b114be3/,https://fbref.com/en/players/2b114be3/scout/365_euro/Leroy-Sane-Scouting-Report,https://fbref.com/en/players/2b114be3/scout/11193/Leroy-Sane-Scouting-Report,https://fbref.com/en/players/2b114be3/scout/10737/Leroy-Sane-Scouting-Report,https://fbref.com/en/players/2b114be3/scout/1889/Leroy-Sane-Scouting-Report,https://fbref.com/en/players/2b114be3/scout/1631/Leroy-Sane-Scouting-Report,,
Mohamed Sankoh,NED,FW,Stuttgart,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.65,0.0,3.65,3.65,3.65,https://fbref.com/en/players/be625686/,https://fbref.com/en/players/be625686/all_comps/Mohamed-Sankoh-Stats---All-Competitions,https://fbref.com/en/players/be625686/dom_lg/Mohamed-Sankoh-Domestic-League-Stats,https://fbref.com/en/players/be625686/dom_cup/Mohamed-Sankoh-Domestic-Cup-Stats,,,,
Baptiste Santamaria,FRA,MF,Freiburg,26,1995,1,0,21,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/5e22e2a4/,https://fbref.com/en/players/5e22e2a4/scout/365_euro/Baptiste-Santamaria-Scouting-Report,https://fbref.com/en/players/5e22e2a4/scout/11183/Baptiste-Santamaria-Scouting-Report,https://fbref.com/en/players/5e22e2a4/scout/10737/Baptiste-Santamaria-Scouting-Report,https://fbref.com/en/players/5e22e2a4/scout/3243/Baptiste-Santamaria-Scouting-Report,https://fbref.com/en/players/5e22e2a4/scout/2104/Baptiste-Santamaria-Scouting-Report,https://fbref.com/en/players/5e22e2a4/scout/1632/Baptiste-Santamaria-Scouting-Report,
Bouna Sarr,SEN,DF,Bayern Munich,29,1992,5,0,64,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,https://fbref.com/en/players/1a4b9094/,https://fbref.com/en/players/1a4b9094/scout/10737/Bouna-Sarr-Scouting-Report,https://fbref.com/en/players/1a4b9094/scout/3243/Bouna-Sarr-Scouting-Report,https://fbref.com/en/players/1a4b9094/scout/2104/Bouna-Sarr-Scouting-Report,https://fbref.com/en/players/1a4b9094/scout/1632/Bouna-Sarr-Scouting-Report,,,
Joe Scally,USA,DF,M'Gladbach,18,2002,30,20,1909,21.2,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,1.3,1.3,1.4,2.7,0.06,0.06,0.13,0.06,0.13,https://fbref.com/en/players/236f02cd/,https://fbref.com/en/players/236f02cd/scout/365_euro/Joe-Scally-Scouting-Report,https://fbref.com/en/players/236f02cd/scout/11193/Joe-Scally-Scouting-Report,,,,,
Kevin Schade,GER,FWMF,Freiburg,19,2001,21,7,831,9.2,4,1,4,0,0,2,0,0.43,0.11,0.54,0.43,0.54,2.3,2.2,0.7,2.8,0.25,0.07,0.32,0.23,0.31,https://fbref.com/en/players/52afb588/,https://fbref.com/en/players/52afb588/scout/365_euro/Kevin-Schade-Scouting-Report,https://fbref.com/en/players/52afb588/scout/11193/Kevin-Schade-Scouting-Report,,,,,
András Schäfer,HUN,MF,Union Berlin,22,1999,8,1,239,2.7,1,1,1,0,0,2,0,0.38,0.38,0.75,0.38,0.75,0.8,0.8,0.2,1.0,0.31,0.07,0.38,0.31,0.38,https://fbref.com/en/players/049751d7/,https://fbref.com/en/players/049751d7/all_comps/Andras-Schafer-Stats---All-Competitions,https://fbref.com/en/players/049751d7/dom_lg/Andras-Schafer-Domestic-League-Stats,https://fbref.com/en/players/049751d7/dom_cup/Andras-Schafer-Domestic-Cup-Stats,https://fbref.com/en/players/049751d7/nat_tm/Andras-Schafer-National-Team-Stats,,,
Louis Schaub,AUT,MFFW,Köln,26,1994,28,6,654,7.3,1,2,1,0,0,0,0,0.14,0.28,0.41,0.14,0.41,1.1,1.1,1.4,2.5,0.15,0.19,0.34,0.15,0.34,https://fbref.com/en/players/b50ec54b/,https://fbref.com/en/players/b50ec54b/scout/365_euro/Louis-Schaub-Scouting-Report,https://fbref.com/en/players/b50ec54b/scout/11193/Louis-Schaub-Scouting-Report,https://fbref.com/en/players/b50ec54b/scout/3248/Louis-Schaub-Scouting-Report,,,,
Patrik Schick,CZE,FW,Leverkusen,25,1996,27,26,2076,23.1,24,3,23,1,2,0,0,1.04,0.13,1.17,1.0,1.13,17.8,16.3,2.4,18.7,0.77,0.11,0.88,0.71,0.81,https://fbref.com/en/players/5d4f7d61/,https://fbref.com/en/players/5d4f7d61/scout/365_euro/Patrik-Schick-Scouting-Report,https://fbref.com/en/players/5d4f7d61/scout/11193/Patrik-Schick-Scouting-Report,https://fbref.com/en/players/5d4f7d61/scout/10737/Patrik-Schick-Scouting-Report,https://fbref.com/en/players/5d4f7d61/scout/3248/Patrik-Schick-Scouting-Report,https://fbref.com/en/players/5d4f7d61/scout/1896/Patrik-Schick-Scouting-Report,https://fbref.com/en/players/5d4f7d61/scout/1640/Patrik-Schick-Scouting-Report,
Kingsley Schindler,GER,DFMF,Köln,28,1993,18,1,349,3.9,1,2,1,0,0,1,0,0.26,0.52,0.77,0.26,0.77,0.5,0.5,1.1,1.6,0.13,0.28,0.42,0.13,0.42,https://fbref.com/en/players/bd527260/,https://fbref.com/en/players/bd527260/scout/3248/Kingsley-Schindler-Scouting-Report,,,,,,
Xaver Schlager,AUT,MF,Wolfsburg,23,1997,14,13,1040,11.6,0,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,0.4,0.4,0.5,0.9,0.03,0.05,0.08,0.03,0.08,https://fbref.com/en/players/8f056768/,https://fbref.com/en/players/8f056768/scout/365_euro/Xaver-Schlager-Scouting-Report,https://fbref.com/en/players/8f056768/scout/11193/Xaver-Schlager-Scouting-Report,https://fbref.com/en/players/8f056768/scout/10737/Xaver-Schlager-Scouting-Report,https://fbref.com/en/players/8f056768/scout/3248/Xaver-Schlager-Scouting-Report,,,
Keven Schlotterbeck,GER,DF,Freiburg,24,1997,12,3,315,3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,https://fbref.com/en/players/f6bdc830/,https://fbref.com/en/players/f6bdc830/scout/10737/Keven-Schlotterbeck-Scouting-Report,https://fbref.com/en/players/f6bdc830/scout/3248/Keven-Schlotterbeck-Scouting-Report,https://fbref.com/en/players/f6bdc830/scout/2109/Keven-Schlotterbeck-Scouting-Report,,,,
Nico Schlotterbeck,GER,DF,Freiburg,21,1999,32,32,2785,30.9,4,1,4,0,0,5,0,0.13,0.03,0.16,0.13,0.16,3.9,3.9,1.5,5.4,0.13,0.05,0.17,0.13,0.17,https://fbref.com/en/players/34e12499/,https://fbref.com/en/players/34e12499/scout/365_euro/Nico-Schlotterbeck-Scouting-Report,https://fbref.com/en/players/34e12499/scout/11193/Nico-Schlotterbeck-Scouting-Report,https://fbref.com/en/players/34e12499/scout/10737/Nico-Schlotterbeck-Scouting-Report,,,,
Jonathan Schmid,FRA,DF,Freiburg,31,1990,13,6,588,6.5,0,1,0,0,0,0,0,0.0,0.15,0.15,0.0,0.15,0.1,0.1,0.6,0.8,0.02,0.1,0.12,0.02,0.12,https://fbref.com/en/players/088ca1bd/,https://fbref.com/en/players/088ca1bd/scout/365_euro/Jonathan-Schmid-Scouting-Report,https://fbref.com/en/players/088ca1bd/scout/11193/Jonathan-Schmid-Scouting-Report,https://fbref.com/en/players/088ca1bd/scout/10737/Jonathan-Schmid-Scouting-Report,https://fbref.com/en/players/088ca1bd/scout/3248/Jonathan-Schmid-Scouting-Report,https://fbref.com/en/players/088ca1bd/scout/2109/Jonathan-Schmid-Scouting-Report,https://fbref.com/en/players/088ca1bd/scout/1634/Jonathan-Schmid-Scouting-Report,
Benno Schmitz,GER,DF,Köln,26,1994,31,29,2421,26.9,0,5,0,0,0,5,0,0.0,0.19,0.19,0.0,0.19,0.4,0.4,4.3,4.7,0.02,0.16,0.18,0.02,0.18,https://fbref.com/en/players/ad00b1a8/,https://fbref.com/en/players/ad00b1a8/scout/365_euro/Benno-Schmitz-Scouting-Report,https://fbref.com/en/players/ad00b1a8/scout/11193/Benno-Schmitz-Scouting-Report,https://fbref.com/en/players/ad00b1a8/scout/3248/Benno-Schmitz-Scouting-Report,,,,
Alessandro Schöpf,AUT,MF,Arminia,27,1994,31,27,2397,26.6,1,0,1,0,0,3,1,0.04,0.0,0.04,0.04,0.04,2.4,2.4,2.7,5.1,0.09,0.1,0.19,0.09,0.19,https://fbref.com/en/players/106bca06/,https://fbref.com/en/players/106bca06/scout/365_euro/Alessandro-Schopf-Scouting-Report,https://fbref.com/en/players/106bca06/scout/11193/Alessandro-Schopf-Scouting-Report,https://fbref.com/en/players/106bca06/scout/10737/Alessandro-Schopf-Scouting-Report,https://fbref.com/en/players/106bca06/scout/3248/Alessandro-Schopf-Scouting-Report,https://fbref.com/en/players/106bca06/scout/2109/Alessandro-Schopf-Scouting-Report,https://fbref.com/en/players/106bca06/scout/1634/Alessandro-Schopf-Scouting-Report,
Nico Schulz,GER,DF,Dortmund,28,1993,16,9,836,9.3,0,2,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,0.3,0.3,0.9,1.2,0.03,0.1,0.13,0.03,0.13,https://fbref.com/en/players/fa274d97/,https://fbref.com/en/players/fa274d97/scout/365_euro/Nico-Schulz-Scouting-Report,https://fbref.com/en/players/fa274d97/scout/11193/Nico-Schulz-Scouting-Report,https://fbref.com/en/players/fa274d97/scout/10737/Nico-Schulz-Scouting-Report,https://fbref.com/en/players/fa274d97/scout/3248/Nico-Schulz-Scouting-Report,https://fbref.com/en/players/fa274d97/scout/2109/Nico-Schulz-Scouting-Report,https://fbref.com/en/players/fa274d97/scout/1634/Nico-Schulz-Scouting-Report,
Marvin Schwäbe,GER,GK,Köln,26,1995,21,21,1890,21.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/87436846/,https://fbref.com/en/players/87436846/scout/365_euro/Marvin-Schwabe-Scouting-Report,https://fbref.com/en/players/87436846/scout/11193/Marvin-Schwabe-Scouting-Report,,,,,
Alexander Schwolow,GER,GK,Hertha BSC,29,1992,25,25,2175,24.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/0d55d942/,https://fbref.com/en/players/0d55d942/scout/365_euro/Alexander-Schwolow-Scouting-Report,https://fbref.com/en/players/0d55d942/scout/11193/Alexander-Schwolow-Scouting-Report,https://fbref.com/en/players/0d55d942/scout/10737/Alexander-Schwolow-Scouting-Report,https://fbref.com/en/players/0d55d942/scout/3248/Alexander-Schwolow-Scouting-Report,https://fbref.com/en/players/0d55d942/scout/2109/Alexander-Schwolow-Scouting-Report,https://fbref.com/en/players/0d55d942/scout/1634/Alexander-Schwolow-Scouting-Report,
Paul Seguin,GER,MF,Greuther Fürth,26,1995,27,23,2108,23.4,0,3,0,0,0,9,0,0.0,0.13,0.13,0.0,0.13,0.4,0.4,1.9,2.4,0.02,0.08,0.1,0.02,0.1,https://fbref.com/en/players/8872ed17/,https://fbref.com/en/players/8872ed17/scout/365_euro/Paul-Seguin-Scouting-Report,https://fbref.com/en/players/8872ed17/scout/11193/Paul-Seguin-Scouting-Report,,,,,
Davie Selke,GER,FW,Hertha BSC,26,1995,25,10,1004,11.2,4,0,3,1,1,2,0,0.36,0.0,0.36,0.27,0.27,3.1,2.4,0.6,3.0,0.28,0.06,0.34,0.21,0.27,https://fbref.com/en/players/1238a3f9/,https://fbref.com/en/players/1238a3f9/scout/365_euro/Davie-Selke-Scouting-Report,https://fbref.com/en/players/1238a3f9/scout/11193/Davie-Selke-Scouting-Report,https://fbref.com/en/players/1238a3f9/scout/10737/Davie-Selke-Scouting-Report,https://fbref.com/en/players/1238a3f9/scout/3248/Davie-Selke-Scouting-Report,https://fbref.com/en/players/1238a3f9/scout/2109/Davie-Selke-Scouting-Report,https://fbref.com/en/players/1238a3f9/scout/1634/Davie-Selke-Scouting-Report,
Lion Semić,GER,DF,Dortmund,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/87ebd8c9/,https://fbref.com/en/players/87ebd8c9/matchlogs/2021-2022/passing/Lion-Semic-Match-Logs,,,,,,
Suat Serdar,GER,MFFW,Hertha BSC,24,1997,30,27,2218,24.6,3,0,3,0,0,6,0,0.12,0.0,0.12,0.12,0.12,2.4,2.4,1.5,3.9,0.1,0.06,0.16,0.1,0.16,https://fbref.com/en/players/b3325a30/,https://fbref.com/en/players/b3325a30/scout/365_euro/Suat-Serdar-Scouting-Report,https://fbref.com/en/players/b3325a30/scout/11193/Suat-Serdar-Scouting-Report,https://fbref.com/en/players/b3325a30/scout/10737/Suat-Serdar-Scouting-Report,https://fbref.com/en/players/b3325a30/scout/3248/Suat-Serdar-Scouting-Report,https://fbref.com/en/players/b3325a30/scout/2109/Suat-Serdar-Scouting-Report,https://fbref.com/en/players/b3325a30/scout/1634/Suat-Serdar-Scouting-Report,
Janni Serra,GER,FW,Arminia,23,1998,26,15,1117,12.4,3,2,3,0,0,1,0,0.24,0.16,0.4,0.24,0.4,3.0,3.0,0.9,3.9,0.24,0.07,0.31,0.24,0.31,https://fbref.com/en/players/40b58bfc/,https://fbref.com/en/players/40b58bfc/scout/365_euro/Janni-Serra-Scouting-Report,https://fbref.com/en/players/40b58bfc/scout/11193/Janni-Serra-Scouting-Report,,,,,
Zidan Sertdemir,DEN,MFFW,Leverkusen,16,2005,3,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,https://fbref.com/en/players/eec1f7f4/,https://fbref.com/en/players/eec1f7f4/matchlogs/2021-2022/passing/Zidan-Sertdemir-Match-Logs,,,,,,
Nils Seufert,GER,MF,Greuther Fürth,24,1997,4,1,99,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/0da32a38/,https://fbref.com/en/players/0da32a38/all_comps/Nils-Seufert-Stats---All-Competitions,https://fbref.com/en/players/0da32a38/dom_lg/Nils-Seufert-Domestic-League-Stats,https://fbref.com/en/players/0da32a38/dom_cup/Nils-Seufert-Domestic-Cup-Stats,,,,
Kiliann Sildillia,FRA,DF,Freiburg,19,2002,7,1,169,1.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.09,0.09,0.0,0.09,https://fbref.com/en/players/313254a3/,https://fbref.com/en/players/313254a3/all_comps/Kiliann-Sildillia-Stats---All-Competitions,https://fbref.com/en/players/313254a3/dom_lg/Kiliann-Sildillia-Domestic-League-Stats,https://fbref.com/en/players/313254a3/dom_cup/Kiliann-Sildillia-Domestic-Cup-Stats,,,,
André Silva,POR,FW,RB Leipzig,25,1995,33,24,2076,23.1,11,3,8,3,3,1,0,0.48,0.13,0.61,0.35,0.48,12.2,10.3,2.5,12.9,0.53,0.11,0.64,0.45,0.56,https://fbref.com/en/players/3effaa34/,https://fbref.com/en/players/3effaa34/scout/365_euro/Andre-Silva-Scouting-Report,https://fbref.com/en/players/3effaa34/scout/11193/Andre-Silva-Scouting-Report,https://fbref.com/en/players/3effaa34/scout/10737/Andre-Silva-Scouting-Report,https://fbref.com/en/players/3effaa34/scout/3248/Andre-Silva-Scouting-Report,https://fbref.com/en/players/3effaa34/scout/1886/Andre-Silva-Scouting-Report,https://fbref.com/en/players/3effaa34/scout/1640/Andre-Silva-Scouting-Report,
Mohamed Simakan,FRA,DF,RB Leipzig,21,2000,28,23,2009,22.3,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,0.9,0.9,0.3,1.2,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/fcb27134/,https://fbref.com/en/players/fcb27134/scout/365_euro/Mohamed-Simakan-Scouting-Report,https://fbref.com/en/players/fcb27134/scout/11193/Mohamed-Simakan-Scouting-Report,https://fbref.com/en/players/fcb27134/scout/10732/Mohamed-Simakan-Scouting-Report,https://fbref.com/en/players/fcb27134/scout/3243/Mohamed-Simakan-Scouting-Report,,,
Daley Sinkgraven,NED,DF,Leverkusen,26,1995,12,3,351,3.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,0.07,0.15,0.22,0.07,0.22,https://fbref.com/en/players/73000a79/,https://fbref.com/en/players/73000a79/scout/365_euro/Daley-Sinkgraven-Scouting-Report,https://fbref.com/en/players/73000a79/scout/10737/Daley-Sinkgraven-Scouting-Report,https://fbref.com/en/players/73000a79/scout/3248/Daley-Sinkgraven-Scouting-Report,,,,
Tobias Sippel,GER,GK,M'Gladbach,33,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/0d8a37c2/,https://fbref.com/en/players/0d8a37c2/matchlogs/2017-2018/misc/Tobias-Sippel-Match-Logs,https://fbref.com/en/players/0d8a37c2/matchlogs/2020-2021/misc/Tobias-Sippel-Match-Logs,https://fbref.com/en/players/0d8a37c2/matchlogs/2021-2022/misc/Tobias-Sippel-Match-Logs,,,,
Hugo Siquet,BEL,DF,Freiburg,19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/c6cf860f/,https://fbref.com/en/players/c6cf860f/all_comps/Hugo-Siquet-Stats---All-Competitions,https://fbref.com/en/players/c6cf860f/dom_lg/Hugo-Siquet-Domestic-League-Stats,https://fbref.com/en/players/c6cf860f/intl_cup/Hugo-Siquet-International-Cup-Stats,,,,
Ellyes Skhiri,TUN,MF,Köln,26,1995,22,20,1820,20.2,4,1,4,0,0,3,0,0.2,0.05,0.25,0.2,0.25,3.3,3.3,0.6,3.9,0.16,0.03,0.19,0.16,0.19,https://fbref.com/en/players/c2211709/,https://fbref.com/en/players/c2211709/scout/365_euro/Ellyes-Skhiri-Scouting-Report,https://fbref.com/en/players/c2211709/scout/11193/Ellyes-Skhiri-Scouting-Report,https://fbref.com/en/players/c2211709/scout/10737/Ellyes-Skhiri-Scouting-Report,https://fbref.com/en/players/c2211709/scout/3248/Ellyes-Skhiri-Scouting-Report,https://fbref.com/en/players/c2211709/scout/2104/Ellyes-Skhiri-Scouting-Report,https://fbref.com/en/players/c2211709/scout/1632/Ellyes-Skhiri-Scouting-Report,
Robert Skov,DEN,DFFW,Hoffenheim,25,1996,12,3,368,4.1,0,1,0,0,0,1,0,0.0,0.24,0.24,0.0,0.24,0.8,0.8,1.4,2.2,0.19,0.34,0.53,0.19,0.53,https://fbref.com/en/players/ff98492b/,https://fbref.com/en/players/ff98492b/scout/10737/Robert-Skov-Scouting-Report,https://fbref.com/en/players/ff98492b/scout/3248/Robert-Skov-Scouting-Report,,,,,
